batch,class_0_accuracy,class_1_accuracy,class_2_accuracy,class_3_accuracy,class_4_accuracy,class_5_accuracy,class_6_accuracy,class_7_accuracy,class_8_accuracy,class_9_accuracy
-1,0.9938775510204082,0.9885462555066079,0.935077519379845,0.903960396039604,0.9541751527494908,0.9304932735426009,0.9352818371607515,0.9357976653696498,0.8490759753593429,0.9256689791873142
0,0.9959183673469387,0.9876651982378855,0.9282945736434108,0.897029702970297,0.9684317718940937,0.9596412556053812,0.9112734864300627,0.9348249027237354,0.8613963039014374,0.9028741328047571
1,0.996938775510204,0.9894273127753304,0.9147286821705426,0.8881188118811881,0.9786150712830958,0.9730941704035875,0.8851774530271399,0.9348249027237354,0.8408624229979466,0.865213082259663
2,0.9959183673469387,0.9894273127753304,0.9224806201550387,0.8851485148514852,0.9786150712830958,0.9730941704035875,0.8778705636743215,0.9221789883268483,0.8388090349075975,0.8473736372646185
3,0.9959183673469387,0.9894273127753304,0.936046511627907,0.9326732673267327,0.9786150712830958,0.9551569506726457,0.8924843423799582,0.914396887159533,0.8449691991786448,0.8334985133795837
4,0.9918367346938776,0.9903083700440528,0.9418604651162791,0.9366336633663367,0.9775967413441955,0.9641255605381166,0.8903966597077244,0.9124513618677043,0.8182751540041068,0.8206144697720515
5,0.9877551020408163,0.9894273127753304,0.937984496124031,0.9485148514851485,0.9837067209775967,0.9742152466367713,0.894572025052192,0.9095330739299611,0.7607802874743327,0.7809712586719524
6,0.9836734693877551,0.9885462555066079,0.9292635658914729,0.9415841584158415,0.9806517311608961,0.9641255605381166,0.9405010438413361,0.9212062256809338,0.7823408624229979,0.8107036669970268
7,0.9785714285714285,0.9876651982378855,0.9147286821705426,0.904950495049505,0.9735234215885947,0.9730941704035875,0.9707724425887265,0.9319066147859922,0.7761806981519507,0.846382556987116
8,0.9734693877551021,0.9850220264317181,0.9089147286821705,0.8801980198019802,0.9674134419551935,0.9674887892376681,0.9812108559498957,0.9134241245136187,0.8254620123203286,0.9018830525272548
9,0.9612244897959183,0.9691629955947136,0.8875968992248062,0.8326732673267326,0.8441955193482689,0.8856502242152466,0.988517745302714,0.7821011673151751,0.9127310061601642,0.9633300297324083
10,0.9806122448979592,0.9568281938325991,0.9060077519379846,0.7554455445544555,0.6924643584521385,0.8228699551569507,0.9822546972860126,0.6955252918287937,0.9383983572895277,0.9672943508424182
11,0.9918367346938776,0.9850220264317181,0.9418604651162791,0.8871287128712871,0.7036659877800407,0.8419282511210763,0.9603340292275574,0.754863813229572,0.9075975359342916,0.9573835480673935
12,0.9908163265306122,0.9885462555066079,0.9341085271317829,0.9514851485148514,0.7841140529531568,0.8565022421524664,0.930062630480167,0.8210116731517509,0.9106776180698152,0.9474727452923687
13,0.9887755102040816,0.9903083700440528,0.9156976744186046,0.9485148514851485,0.7922606924643585,0.8946188340807175,0.8465553235908142,0.9270428015564203,0.9117043121149897,0.9098116947472745
14,0.9897959183673469,0.9911894273127754,0.8934108527131783,0.9356435643564357,0.7983706720977597,0.9170403587443946,0.767223382045929,0.9552529182879378,0.917864476386037,0.8840436075322101
15,0.9948979591836735,0.9955947136563876,0.9089147286821705,0.904950495049505,0.8095723014256619,0.9147982062780269,0.7515657620041754,0.9494163424124513,0.8952772073921971,0.9018830525272548
16,0.9918367346938776,0.9929515418502203,0.9476744186046512,0.907920792079208,0.8727087576374746,0.9069506726457399,0.8131524008350731,0.9299610894941635,0.8572895277207392,0.9117938553022795
17,0.9857142857142858,0.9920704845814978,0.9505813953488372,0.9287128712871288,0.8971486761710794,0.92152466367713,0.8580375782881002,0.9309338521400778,0.7926078028747433,0.9197224975222993
18,0.9826530612244898,0.9903083700440528,0.9447674418604651,0.9475247524752475,0.9093686354378818,0.9282511210762332,0.9123173277661796,0.9134241245136187,0.811088295687885,0.9177403369672944
19,0.9826530612244898,0.9894273127753304,0.9437984496124031,0.9504950495049505,0.895112016293279,0.9260089686098655,0.9373695198329853,0.896887159533074,0.8521560574948666,0.929633300297324
