batch,class_0_accuracy,class_1_accuracy,class_2_accuracy,class_3_accuracy,class_4_accuracy,class_5_accuracy,class_6_accuracy,class_7_accuracy,class_8_accuracy,class_9_accuracy
-1,0.423,0.306,0.216,0.169,0.389,0.388,0.642,0.591,0.526,0.578
0,0.423,0.306,0.216,0.169,0.389,0.388,0.642,0.591,0.526,0.578
1,0.423,0.306,0.216,0.169,0.389,0.388,0.642,0.591,0.526,0.578
2,0.423,0.306,0.216,0.169,0.389,0.388,0.642,0.591,0.526,0.578
3,0.423,0.306,0.216,0.169,0.389,0.388,0.642,0.591,0.526,0.578
4,0.423,0.306,0.216,0.169,0.389,0.388,0.642,0.591,0.526,0.578
5,0.423,0.306,0.216,0.169,0.389,0.388,0.642,0.591,0.526,0.578
6,0.423,0.306,0.216,0.169,0.389,0.388,0.642,0.591,0.526,0.578
7,0.423,0.306,0.216,0.169,0.389,0.388,0.642,0.591,0.526,0.578
8,0.423,0.306,0.216,0.169,0.389,0.388,0.642,0.591,0.526,0.578
9,0.423,0.306,0.216,0.169,0.389,0.388,0.642,0.591,0.526,0.578
10,0.423,0.306,0.216,0.169,0.389,0.388,0.642,0.591,0.526,0.578
11,0.423,0.306,0.216,0.169,0.389,0.388,0.642,0.591,0.526,0.578
12,0.423,0.306,0.216,0.169,0.389,0.388,0.642,0.591,0.526,0.578
13,0.423,0.306,0.216,0.169,0.389,0.388,0.642,0.591,0.526,0.578
14,0.423,0.306,0.216,0.169,0.389,0.388,0.642,0.591,0.526,0.578
15,0.423,0.306,0.216,0.169,0.389,0.388,0.642,0.591,0.526,0.578
16,0.423,0.306,0.216,0.169,0.389,0.388,0.642,0.591,0.526,0.578
17,0.423,0.306,0.216,0.169,0.389,0.388,0.642,0.591,0.526,0.578
18,0.423,0.306,0.216,0.169,0.389,0.388,0.642,0.591,0.526,0.578
19,0.423,0.306,0.216,0.169,0.389,0.388,0.642,0.591,0.526,0.578
