dataset,batch,method,seed,test_accuracy,pseudo_precision,pseudo_coverage,agreement,accepted_count,rejected_count,mean_accepted_confidence,distribution_tv,feature_centroid_drift,parameter_change,training_loss,buffer_size,buffer_replaced,buffer_total_seen,batch_seconds
cifar10,-1,offline,0,0.3988,,,,0,0,,0.0,0.0,0.0,,0,0,0,0.0
cifar10,0,offline,0,0.3988,,,,0,0,,0.0,0.15106400810182094,0.0,,0,0,0,3.054291417
cifar10,1,offline,0,0.3988,,,,0,0,,0.0,0.1384280078113079,0.0,,0,0,0,2.6853501669999993
cifar10,2,offline,0,0.3988,,,,0,0,,0.62109375,0.1054266769438982,0.0,,0,0,0,2.6775597920000003
cifar10,3,offline,0,0.3988,,,,0,0,,0.0,0.15594895482063292,0.0,,0,0,0,2.695711292000002
cifar10,4,offline,0,0.3988,,,,0,0,,0.62109375,0.1292274720966816,0.0,,0,0,0,2.6944998329999983
cifar10,5,offline,0,0.3988,,,,0,0,,0.0,0.12066602781414985,0.0,,0,0,0,2.7175178749999986
cifar10,6,offline,0,0.3988,,,,0,0,,0.625,0.12840347774326802,0.0,,0,0,0,2.696370374999997
cifar10,7,offline,0,0.3988,,,,0,0,,0.0,0.14335285164415837,0.0,,0,0,0,2.7093985000000025
cifar10,8,offline,0,0.3988,,,,0,0,,0.62890625,0.12135986872017383,0.0,,0,0,0,2.7006076660000033
cifar10,9,offline,0,0.3988,,,,0,0,,0.0,0.12502817437052727,0.0,,0,0,0,2.705672374999999
cifar10,10,offline,0,0.3988,,,,0,0,,0.62890625,0.11763897091150284,0.0,,0,0,0,2.7228418750000003
cifar10,11,offline,0,0.3988,,,,0,0,,0.62109375,0.13300238847732543,0.0,,0,0,0,2.713702958000006
cifar10,12,offline,0,0.3988,,,,0,0,,0.62109375,0.12065164148807525,0.0,,0,0,0,2.697709083999996
cifar10,13,offline,0,0.3988,,,,0,0,,0.625,0.12845727056264877,0.0,,0,0,0,2.6878706669999985
cifar10,14,offline,0,0.3988,,,,0,0,,0.625,0.13377408906817437,0.0,,0,0,0,2.7099665829999964
cifar10,15,offline,0,0.3988,,,,0,0,,0.625,0.13101928010582925,0.0,,0,0,0,2.7027720419999994
cifar10,16,offline,0,0.3988,,,,0,0,,0.625,0.1375316120684147,0.0,,0,0,0,2.705999999999996
cifar10,17,offline,0,0.3988,,,,0,0,,0.62109375,0.10773287639021874,0.0,,0,0,0,2.7043732500000033
cifar10,18,offline,0,0.3988,,,,0,0,,0.625,0.14597783237695694,0.0,,0,0,0,2.706074167000004
cifar10,19,offline,0,0.3988,,,,0,0,,0.62890625,0.15692428611218928,0.0,,0,0,0,2.7069789170000007
