batch,class_0_accuracy,class_1_accuracy,class_2_accuracy,class_3_accuracy,class_4_accuracy,class_5_accuracy,class_6_accuracy,class_7_accuracy,class_8_accuracy,class_9_accuracy
-1,0.529,0.432,0.266,0.041,0.278,0.478,0.503,0.603,0.478,0.621
0,0.529,0.432,0.266,0.041,0.278,0.478,0.503,0.603,0.478,0.621
1,0.529,0.432,0.266,0.041,0.278,0.478,0.503,0.603,0.478,0.621
2,0.529,0.432,0.266,0.041,0.278,0.478,0.503,0.603,0.478,0.621
3,0.529,0.432,0.266,0.041,0.278,0.478,0.503,0.603,0.478,0.621
4,0.529,0.432,0.266,0.041,0.278,0.478,0.503,0.603,0.478,0.621
5,0.529,0.432,0.266,0.041,0.278,0.478,0.503,0.603,0.478,0.621
6,0.529,0.432,0.266,0.041,0.278,0.478,0.503,0.603,0.478,0.621
7,0.529,0.432,0.266,0.041,0.278,0.478,0.503,0.603,0.478,0.621
8,0.529,0.432,0.266,0.041,0.278,0.478,0.503,0.603,0.478,0.621
9,0.529,0.432,0.266,0.041,0.278,0.478,0.503,0.603,0.478,0.621
10,0.529,0.432,0.266,0.041,0.278,0.478,0.503,0.603,0.478,0.621
11,0.529,0.432,0.266,0.041,0.278,0.478,0.503,0.603,0.478,0.621
12,0.529,0.432,0.266,0.041,0.278,0.478,0.503,0.603,0.478,0.621
13,0.529,0.432,0.266,0.041,0.278,0.478,0.503,0.603,0.478,0.621
14,0.529,0.432,0.266,0.041,0.278,0.478,0.503,0.603,0.478,0.621
15,0.529,0.432,0.266,0.041,0.278,0.478,0.503,0.603,0.478,0.621
16,0.529,0.432,0.266,0.041,0.278,0.478,0.503,0.603,0.478,0.621
17,0.529,0.432,0.266,0.041,0.278,0.478,0.503,0.603,0.478,0.621
18,0.529,0.432,0.266,0.041,0.278,0.478,0.503,0.603,0.478,0.621
19,0.529,0.432,0.266,0.041,0.278,0.478,0.503,0.603,0.478,0.621
