dataset,batch,method,seed,test_accuracy,pseudo_precision,pseudo_coverage,agreement,accepted_count,rejected_count,mean_accepted_confidence,distribution_tv,feature_centroid_drift,parameter_change,training_loss,buffer_size,buffer_replaced,buffer_total_seen,batch_seconds
cifar10,-1,proposed,2,0.4228,,,,0,0,,0.0,0.0,0.0,,0,0,0,0.0
cifar10,0,proposed,2,0.4228,,0.0,0.7109375,0,256,,0.0,0.16397899836301805,0.0,,0,0,0,2.750444
cifar10,1,proposed,2,0.4228,,0.0,0.68359375,0,256,,0.0,0.13991449028253555,0.0,,0,0,0,2.7247282910000017
cifar10,2,proposed,2,0.4228,,0.0,0.734375,0,256,,0.62109375,0.17658751793205738,0.0,,0,0,0,2.722955250000002
cifar10,3,proposed,2,0.4228,,0.0,0.765625,0,256,,0.0,0.15452274382114412,0.0,,0,0,0,2.729481749999998
cifar10,4,proposed,2,0.4228,,0.0,0.76171875,0,256,,0.62109375,0.17573231980204582,0.0,,0,0,0,2.732808875
cifar10,5,proposed,2,0.4228,,0.0,0.76171875,0,256,,0.0,0.1788426972925663,0.0,,0,0,0,2.7506418329999995
cifar10,6,proposed,2,0.4228,,0.0,0.796875,0,256,,0.625,0.1429805714637041,0.0,,0,0,0,2.7552400420000005
cifar10,7,proposed,2,0.4228,,0.0,0.80078125,0,256,,0.0,0.1601014479994774,0.0,,0,0,0,2.749750707999997
cifar10,8,proposed,2,0.4228,,0.0,0.671875,0,256,,0.62890625,0.15377202033996581,0.0,,0,0,0,2.762353833000006
cifar10,9,proposed,2,0.4228,,0.0,0.69921875,0,256,,0.0,0.1588797464966774,0.0,,0,0,0,2.7567432089999997
cifar10,10,proposed,2,0.4228,,0.0,0.75,0,256,,0.62890625,0.13452264480292797,0.0,,0,0,0,2.7582186670000013
cifar10,11,proposed,2,0.4228,,0.0,0.703125,0,256,,0.62109375,0.14811389669775962,0.0,,0,0,0,2.7548728330000003
cifar10,12,proposed,2,0.4228,,0.0,0.7734375,0,256,,0.62109375,0.15581121668219566,0.0,,0,0,0,2.7676643750000025
cifar10,13,proposed,2,0.4228,,0.0,0.75,0,256,,0.625,0.17863940969109535,0.0,,0,0,0,2.763793958000001
cifar10,14,proposed,2,0.4228,,0.0,0.72265625,0,256,,0.625,0.14596288427710533,0.0,,0,0,0,2.7591812910000044
cifar10,15,proposed,2,0.4228,,0.0,0.70703125,0,256,,0.625,0.14350099712610245,0.0,,0,0,0,2.761594125000002
cifar10,16,proposed,2,0.4228,,0.0,0.76171875,0,256,,0.625,0.13614753931760787,0.0,,0,0,0,2.7573677919999966
cifar10,17,proposed,2,0.4228,,0.0,0.7421875,0,256,,0.62109375,0.13484563454985618,0.0,,0,0,0,2.770611666999997
cifar10,18,proposed,2,0.4228,,0.0,0.76953125,0,256,,0.625,0.18393587097525596,0.0,,0,0,0,2.7679727500000055
cifar10,19,proposed,2,0.4228,,0.0,0.7265625,0,256,,0.62890625,0.14105542600154877,0.0,,0,0,0,2.754208624999997
