dataset,batch,method,seed,test_accuracy,pseudo_precision,pseudo_coverage,agreement,accepted_count,rejected_count,mean_accepted_confidence,distribution_tv,feature_centroid_drift,parameter_change,training_loss,buffer_size,buffer_replaced,buffer_total_seen,batch_seconds
cifar10,-1,offline,4,0.4229,,,,0,0,,0.0,0.0,0.0,,0,0,0,0.0
cifar10,0,offline,4,0.4229,,,,0,0,,0.0,0.14424912855029107,0.0,,0,0,0,2.718389083
cifar10,1,offline,4,0.4229,,,,0,0,,0.0,0.158778640627861,0.0,,0,0,0,2.7056277499999997
cifar10,2,offline,4,0.4229,,,,0,0,,0.62109375,0.18358056396245956,0.0,,0,0,0,2.7088266670000003
cifar10,3,offline,4,0.4229,,,,0,0,,0.0,0.13446989431977271,0.0,,0,0,0,2.7176737079999995
cifar10,4,offline,4,0.4229,,,,0,0,,0.62109375,0.13968026489019394,0.0,,0,0,0,2.7123469580000013
cifar10,5,offline,4,0.4229,,,,0,0,,0.0,0.12497319355607032,0.0,,0,0,0,2.7148884169999974
cifar10,6,offline,4,0.4229,,,,0,0,,0.625,0.15608473680913448,0.0,,0,0,0,2.72307
cifar10,7,offline,4,0.4229,,,,0,0,,0.0,0.1686485256999731,0.0,,0,0,0,2.7190307500000017
cifar10,8,offline,4,0.4229,,,,0,0,,0.62890625,0.15830728895962237,0.0,,0,0,0,2.7151264580000003
cifar10,9,offline,4,0.4229,,,,0,0,,0.0,0.15859512835741044,0.0,,0,0,0,2.7218842499999987
cifar10,10,offline,4,0.4229,,,,0,0,,0.62890625,0.11558411233127117,0.0,,0,0,0,2.7305702499999995
cifar10,11,offline,4,0.4229,,,,0,0,,0.62109375,0.16612750366330148,0.0,,0,0,0,2.7155812499999996
cifar10,12,offline,4,0.4229,,,,0,0,,0.62109375,0.13714921623468398,0.0,,0,0,0,2.7105521659999994
cifar10,13,offline,4,0.4229,,,,0,0,,0.625,0.14085304215550423,0.0,,0,0,0,2.750745207999998
cifar10,14,offline,4,0.4229,,,,0,0,,0.625,0.12593335062265396,0.0,,0,0,0,2.722359458999996
cifar10,15,offline,4,0.4229,,,,0,0,,0.625,0.1627061665058136,0.0,,0,0,0,2.708551374999999
cifar10,16,offline,4,0.4229,,,,0,0,,0.625,0.15572567880153657,0.0,,0,0,0,2.706866458999997
cifar10,17,offline,4,0.4229,,,,0,0,,0.62109375,0.16302531808614731,0.0,,0,0,0,2.7098932500000004
cifar10,18,offline,4,0.4229,,,,0,0,,0.625,0.15590809136629105,0.0,,0,0,0,2.6967115420000027
cifar10,19,offline,4,0.4229,,,,0,0,,0.62890625,0.1344358891248703,0.0,,0,0,0,2.765490958000001
