task_0_accuracy,task_1_accuracy,task_2_accuracy,task_3_accuracy,task_4_accuracy,batch
0.8936170212765957,0.3232125367286974,0.6366061899679829,0.5468277945619335,0.6475037821482602,-1
0.8709219858156029,0.41919686581782567,0.7262540021344717,0.7870090634441088,0.734745335350479,0
0.9063829787234042,0.3143976493633692,0.791889007470651,0.7945619335347432,0.6656580937972768,1
0.9224586288416076,0.4544564152791381,0.7710779082177162,0.7341389728096677,0.56732223903177,2
0.9016548463356974,0.36679725759059745,0.8303094983991463,0.7905337361530715,0.6707009581442259,3
0.9078014184397163,0.35798237022526935,0.8297758804695837,0.7920443101711984,0.7332324760463943,4
0.9040189125295508,0.3232125367286974,0.8980789754535753,0.770896273917422,0.7357539082198689,5
0.9073286052009456,0.3614103819784525,0.8964781216648879,0.7502517623363545,0.7160867372667675,6
0.915839243498818,0.5225269343780607,0.7694770544290288,0.8429003021148036,0.7806354009077155,7
0.91725768321513,0.5519098922624878,0.7817502668089648,0.9003021148036254,0.7327281896116995,8
0.9314420803782506,0.4980411361410382,0.8036286019210246,0.8288016112789527,0.8310640443772063,9
0.924822695035461,0.6145935357492655,0.767342582710779,0.8418932527693856,0.8693898134140191,10
0.9390070921985816,0.777179236043095,0.6376734258271078,0.7804632426988922,0.848209783156833,11
0.8884160756501182,0.8114593535749265,0.6270010672358591,0.8580060422960725,0.8189611699445285,12
0.9002364066193853,0.7453476983349657,0.7844183564567769,0.9209466263846928,0.8250126071608673,13
0.900709219858156,0.5406464250734574,0.8431163287086446,0.9229607250755287,0.8426626323751891,14
0.9290780141843972,0.7100881488736532,0.7742796157950907,0.9214501510574018,0.8804841149773072,15
0.939952718676123,0.77179236043095,0.7588046958377801,0.8962739174219537,0.8764498234997479,16
0.8713947990543736,0.7208619000979432,0.8212379935965849,0.9305135951661632,0.8830055471507816,17
0.9366430260047282,0.8702252693437806,0.6072572038420491,0.8952668680765358,0.8880484114977307,18
0.9408983451536643,0.8687561214495593,0.6579509071504802,0.892245720040282,0.7821482602118003,19
