task_0_accuracy,task_1_accuracy,task_2_accuracy,task_3_accuracy,task_4_accuracy,batch
0.7782505910165485,0.49363369245837413,0.7065101387406617,0.7049345417925479,0.5194150277357539,-1
0.8794326241134752,0.6248775710088149,0.6029882604055496,0.6978851963746223,0.4599092284417549,0
0.8761229314420804,0.6405484818805093,0.6019210245464247,0.7336354481369587,0.3988905698436712,1
0.885579196217494,0.6092066601371204,0.6216648879402348,0.7578046324269889,0.5607665153807363,2
0.8633569739952719,0.6278158667972575,0.6547491995731056,0.7663645518630413,0.49924357034795763,3
0.8874704491725768,0.7100881488736532,0.5885805763073639,0.7784491440080564,0.5718608169440242,4
0.8879432624113475,0.6523016650342801,0.6024546424759872,0.7502517623363545,0.6545637922339889,5
0.8274231678486997,0.6674828599412341,0.6093916755602988,0.8469284994964753,0.64851235501765,6
0.8543735224586289,0.6758080313418218,0.6200640341515475,0.8680765357502518,0.6742309631870903,7
0.8832151300236407,0.6900097943192948,0.6291355389541089,0.8872104733131924,0.6898638426626323,8
0.8775413711583925,0.6219392752203722,0.5928495197438634,0.8131923464249748,0.8335854765506808,9
0.8799054373522459,0.7213516160626836,0.6446104589114194,0.8313192346424975,0.8401412002017146,10
0.9130023640661938,0.7683643486777669,0.6808964781216649,0.8343403826787512,0.7044881492687847,11
0.9106382978723404,0.777179236043095,0.576307363927428,0.8479355488418933,0.7493696419566314,12
0.8879432624113475,0.7561214495592556,0.6408751334044824,0.8695871097683786,0.8164397377710539,13
0.8884160756501182,0.7649363369245837,0.6942369263607258,0.8801611278952669,0.8194654563792234,14
0.9200945626477541,0.7257590597453477,0.7502668089647813,0.878147029204431,0.789712556732224,15
0.9210401891252955,0.7830558276199804,0.6702241195304163,0.8796576032225579,0.8290468986384266,16
0.9276595744680851,0.8359451518119491,0.6558164354322306,0.8418932527693856,0.821986888552698,17
0.9234042553191489,0.8300685602350637,0.6328708644610459,0.892245720040282,0.8275340393343419,18
0.8794326241134752,0.7316356513222331,0.7065101387406617,0.8937562940584088,0.8976298537569339,19
