class_0_accuracy,class_1_accuracy,class_2_accuracy,class_3_accuracy,class_4_accuracy,class_5_accuracy,class_6_accuracy,class_7_accuracy,class_8_accuracy,class_9_accuracy,batch
0.23795871559633028,0.06530692292606394,0.16148469510725477,0.0,0.37732857709076495,0.0012583892617449664,0.019726858877086494,0.19910846953937592,0.0006024096385542169,0.15172413793103448,-1
0.2666284403669725,0.029025299078250636,0.16823330923114002,0.0,0.4106222750693619,0.0,0.0,0.2372461614660723,0.0024096385542168677,0.08150470219435736,0
0.3291284403669725,0.03471268876250245,0.24102193299590263,0.0,0.4165675782798256,0.0,0.0,0.10104011887072809,0.0,0.0670846394984326,1
0.2356651376146789,0.0,0.2600626657025789,0.0,0.45659928656361476,0.0,0.0,0.1421495789995047,0.0012048192771084338,0.0677115987460815,2
0.24770642201834864,0.0,0.28199566160520606,0.0,0.41973840665873957,0.0,0.0,0.15502724120851907,0.0006024096385542169,0.06269592476489028,3
0.15252293577981652,0.0,0.35406121957098097,0.0,0.434799841458581,0.0,0.0,0.14710252600297177,0.0030120481927710845,0.05579937304075235,4
0.2069954128440367,0.0,0.31742588575560376,0.0,0.4011097899326199,0.0,0.0,0.19465081723625557,0.008433734939759036,0.06018808777429467,5
0.231651376146789,0.0,0.24222704266088213,0.0,0.4173602853745541,0.0,0.0,0.2288261515601783,0.00963855421686747,0.06206896551724138,6
0.19724770642201836,0.0,0.26657025789346833,0.0,0.43004359889021004,0.0,0.0025290844714213456,0.17830609212481427,0.028313253012048192,0.11974921630094044,7
0.24942660550458715,0.0,0.2701855868884068,0.0,0.4106222750693619,0.0,0.0,0.21644378405151066,0.022289156626506025,0.08275862068965517,8
0.19036697247706422,0.0,0.32851289467341527,0.0,0.40626238604835513,0.0,0.0005058168942842691,0.24764735017335315,0.014457831325301205,0.049529780564263326,9
0.13073394495412843,0.0,0.30609785490479635,0.0,0.4244946492271106,0.0020973154362416107,0.00556398583712696,0.27241208519068844,0.010240963855421687,0.05642633228840126,10
0.19552752293577982,0.0050990390272602475,0.3482766931790793,0.0,0.4229092350376536,0.00041946308724832214,0.0015174506828528073,0.220901436354631,0.01746987951807229,0.06959247648902821,11
0.2775229357798165,0.0058835065699156695,0.3400819474572186,0.0,0.42528735632183906,0.00041946308724832214,0.0065756196256954984,0.15453194650817237,0.024096385542168676,0.10282131661442007,12
0.23394495412844038,0.004902922141596391,0.35382019763798506,0.0,0.4367816091954023,0.003355704697986577,0.012139605462822459,0.1575037147102526,0.04879518072289157,0.090282131661442,13
0.2723623853211009,0.003922337713277113,0.2590985779705953,0.0,0.39674990091161316,0.00041946308724832214,0.008093070308548306,0.3021297672114908,0.03313253012048193,0.07836990595611286,14
0.21330275229357798,0.012747597568150618,0.31838997348758735,0.0,0.4328180737217598,0.012164429530201342,0.007587253414264037,0.2456661713719663,0.03433734939759036,0.10344827586206896,15
0.2815366972477064,0.018827221023730144,0.28753916606411184,0.0,0.40784780023781214,0.016359060402684564,0.0065756196256954984,0.29271916790490343,0.05,0.06959247648902821,16
0.29759174311926606,0.009609727397528927,0.2774162448782839,0.0,0.36940150614348,0.020553691275167787,0.010116337885685382,0.3536404160475483,0.05060240963855422,0.07335423197492164,17
0.26089449541284404,0.04608746813100608,0.3444203422511449,0.0017349063150589867,0.38921918351169243,0.041107382550335574,0.0070814365199797676,0.27934621099554235,0.05240963855421687,0.11536050156739812,18
0.2672018348623853,0.031378701706216906,0.3784044348035671,0.0017349063150589867,0.4102259215219976,0.06963087248322147,0.0065756196256954984,0.22535908865775137,0.05903614457831325,0.10219435736677115,19
