task_0_accuracy,task_1_accuracy,task_2_accuracy,task_3_accuracy,task_4_accuracy,batch
0.7692671394799054,0.4309500489715965,0.5688367129135539,0.6973816717019133,0.3207261724659607,-1
0.8851063829787233,0.6718903036238981,0.40981856990394877,0.6510574018126888,0.2617246596066566,0
0.8865248226950354,0.6557296767874633,0.4119530416221985,0.701409869083585,0.30458900655572363,1
0.9120567375886525,0.6640548481880509,0.41088580576307365,0.6852970795568983,0.32879475542107917,2
0.9380614657210402,0.5494613124387855,0.3890074706510139,0.662134944612286,0.2622289460413515,3
0.8747044917257684,0.6376101860920667,0.43223052294557096,0.7930513595166163,0.41200201714573875,4
0.9092198581560283,0.6679725759059746,0.4599786552828175,0.7311178247734139,0.4079677256681795,5
0.88274231678487,0.7306562193927522,0.4605122732123799,0.7472306143001007,0.5158850226928896,6
0.8671394799054374,0.7810969637610186,0.4578441835645678,0.8806646525679759,0.4921835602622289,7
0.8969267139479905,0.7100881488736532,0.49039487726787623,0.877643504531722,0.5637922339889057,8
0.8921985815602836,0.7668952007835456,0.45624332977588045,0.8600201409869084,0.7115481593545133,9
0.8704491725768322,0.7438785504407444,0.467982924226254,0.8479355488418933,0.8366111951588502,10
0.8869976359338061,0.8741429970617042,0.4434364994663821,0.8605236656596174,0.7216338880484114,11
0.933806146572104,0.8046033300685602,0.43062966915688367,0.850453172205438,0.762481089258699,12
0.9011820330969267,0.8256611165523996,0.5352187833511206,0.8695871097683786,0.7932425617750882,13
0.9314420803782506,0.8359451518119491,0.5229455709711847,0.8872104733131924,0.7735753908219869,14
0.9475177304964539,0.8281096963761019,0.6414087513340448,0.8529707955689829,0.7140695915279879,15
0.9215130023640662,0.82615083251714,0.6008537886872999,0.8821752265861027,0.8683812405446294,16
0.8893617021276595,0.8907933398628796,0.619530416221985,0.8937562940584088,0.8406454866364095,17
0.9276595744680851,0.8638589618021547,0.647812166488794,0.8932527693856999,0.8280383257690368,18
0.924822695035461,0.8648383937316356,0.7347918890074706,0.9259818731117825,0.7211296016137166,19
