dataset,method,seed,batch,test_accuracy,generation_loss,pseudo_precision,pseudo_coverage,initial_pseudo_precision,cluster_precision,semantic_precision,classifier_cluster_agreement,semantic_shift,distribution_tv,parameter_change,replay_loss,worst_loss,sharpness_gap,flat_width,projected_gradient_fraction,update_norm,subspace_rank,accepted_count,batch_seconds
cifar10,sdsl_full,3,9,0.3436,1.5765548050403595,0.36328125,1.0,0.3828125,0.33203125,0.33984375,0.6171875,0.11744029819965363,0.0,0.01239940537308734,1.550054281949997,2.260382133722305,0.7103278517723084,0.12486988492310047,0.7372368123654518,0.0022901568620000033,8,256,6.072410125000005
cifar10,sdsl_full,3,10,0.3489,1.5697294354438782,0.20703125,1.0,0.19140625,0.21484375,0.22265625,0.75,0.13523873686790466,0.62890625,0.010713635202280103,1.540039986371994,1.9931057393550873,0.45306575298309326,0.10191024718806148,0.7385095314852714,0.001924174337182194,8,256,6.102696457999997
cifar10,sdsl_full,3,11,0.3537,1.5437882363796234,0.3125,1.0,0.3671875,0.26953125,0.25,0.734375,0.13039317727088928,0.62109375,0.010547826753528864,1.522617018222809,1.9908954799175262,0.46827846169471743,0.09463452491909266,0.6923294379025285,0.0022193049400812013,8,256,6.258239208000006
cifar10,sdsl_full,3,12,0.3556,1.5424838721752168,0.3125,1.0,0.3359375,0.25390625,0.296875,0.69921875,0.13609345257282257,0.62109375,0.00883490207023866,1.5320727944374084,2.0325683414936067,0.5004955470561981,0.09797331094741821,0.7406140032676675,0.0022184002795256675,8,256,6.195037874999997
cifar10,sdsl_full,3,13,0.3551,1.5505842566490173,0.33203125,1.0,0.359375,0.26953125,0.2734375,0.68359375,0.12997181713581085,0.625,0.010806538779197152,1.5064036667346954,2.2401174187660216,0.7337137520313263,0.11271197889000177,0.7303840812477601,0.002166378661058843,8,256,6.165211500000012
cifar10,sdsl_full,3,14,0.3609,1.5224864721298217,0.42578125,1.0,0.44140625,0.37890625,0.39453125,0.7421875,0.13026806712150574,0.625,0.010961020092302532,1.4546226918697358,1.9974713027477264,0.5428486108779907,0.10676316451281309,0.750388764505306,0.002190848044119775,8,256,6.168814374999997
cifar10,sdsl_full,3,15,0.3547,1.470464539527893,0.29296875,1.0,0.33203125,0.234375,0.27734375,0.69140625,0.16613975167274475,0.625,0.009854835334669253,1.487795215845108,2.3149285137653353,0.827133297920227,0.12414144109934569,0.7329407403301871,0.002423787908628583,8,256,6.138500665999999
cifar10,sdsl_full,3,16,0.3652,1.4934341609477997,0.21484375,1.0,0.25390625,0.20703125,0.20703125,0.8203125,0.11634431034326553,0.625,0.010303311557765715,1.4572056233882904,2.3016817390918733,0.8444761157035827,0.12201344911009074,0.7348014092314871,0.00232348598074168,8,256,6.149508792000006
cifar10,sdsl_full,3,17,0.3674,1.5049814343452455,0.30078125,1.0,0.30859375,0.27734375,0.2734375,0.7421875,0.1432226002216339,0.62109375,0.00930966575274543,1.4462232351303101,2.0636914014816283,0.6174681663513184,0.10353416856378317,0.7250685172303615,0.0021643262123689057,8,256,6.181862167000006
cifar10,sdsl_full,3,18,0.3689,1.4658579647541046,0.39453125,1.0,0.4140625,0.40234375,0.39453125,0.8046875,0.12393222004175186,0.625,0.010226833164873921,1.4199664056301118,2.9121803879737853,1.4922139823436738,0.16694849077612162,0.7335367866396323,0.002393184893298894,8,256,6.068251958000005
cifar10,sdsl_full,3,19,0.3709,1.4354700684547423,0.296875,1.0,0.33984375,0.2421875,0.26953125,0.671875,0.1373262256383896,0.62890625,0.00970793602293089,1.4362379252910613,2.4584161579608916,1.0221782326698303,0.1407608650624752,0.7296432674030993,0.0023817767243599517,8,256,6.1590534580000025
