dataset,method,seed,batch,test_accuracy,generation_loss,pseudo_precision,pseudo_coverage,initial_pseudo_precision,cluster_precision,semantic_precision,classifier_cluster_agreement,semantic_shift,distribution_tv,parameter_change,replay_loss,worst_loss,sharpness_gap,flat_width,projected_gradient_fraction,update_norm,subspace_rank,accepted_count,batch_seconds
mnist,sdsl_full,1,-1,0.5594,1.8787396639585494,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,1,0,0.0
mnist,sdsl_full,1,0,0.5824,1.3087356686592102,0.65234375,1.0,0.7109375,0.578125,0.5859375,0.765625,0.083842933177948,0.0,0.015649638191604896,1.1582688689231873,1.966401755809784,0.8081328868865967,0.10720334146171809,0.8374159999480604,0.0022471596486866472,2,256,4.636478542
mnist,sdsl_full,1,1,0.5983,1.1418988496065139,0.6953125,1.0,0.734375,0.5859375,0.59375,0.73828125,0.07540879398584366,0.0,0.01513852484212846,1.099540388584137,2.113502985239029,1.013962596654892,0.10110343000851571,0.8378060861061298,0.0021132013585884123,3,256,4.623397917000002
mnist,sdsl_full,1,2,0.6068,1.0986509561538695,0.5,1.0,0.55859375,0.24609375,0.296875,0.46484375,0.07172936201095581,0.62109375,0.014714406898140409,1.1322089612483979,2.4044411957263945,1.2722322344779968,0.11025007292628289,0.8158131908795209,0.0020947900193277746,4,256,4.612030209
mnist,sdsl_full,1,3,0.567,1.1342604815959931,0.60546875,1.0,0.62109375,0.39453125,0.36328125,0.63671875,0.07595282793045044,0.0,0.013233567073568478,1.1157488465309142,5.495667201280594,4.379918354749679,0.2084776467643678,0.8038367146029289,0.002431269467342645,5,256,4.6132993330000005
mnist,sdsl_full,1,4,0.6354,1.0728999137878419,0.484375,1.0,0.484375,0.52734375,0.51953125,0.65625,0.06613889336585999,0.62109375,0.012894740054726022,1.0368684649467468,5.342273032665252,4.305404567718506,0.23037034161388875,0.790774940470038,0.0025000000721774997,6,256,4.600376292
mnist,sdsl_full,1,5,0.641,1.0531098991632462,0.4765625,1.0,0.5078125,0.453125,0.47265625,0.55859375,0.08767150342464447,0.0,0.012083571896527756,0.9994999408721924,4.6158714354038235,3.6163714945316316,0.19949989765882492,0.8517410653426614,0.002500000048894435,7,256,4.746285167
mnist,sdsl_full,1,6,0.6729,1.0026959747076034,0.6875,1.0,0.74609375,0.48046875,0.5234375,0.5859375,0.08320921659469604,0.625,0.012088937770670265,0.9441017478704452,3.8135263085365296,2.869424560666084,0.2257532749325037,0.8243897251847759,0.0024953549494966865,8,256,4.6380459169999995
mnist,sdsl_full,1,7,0.7012,0.9320933133363724,0.7421875,1.0,0.78515625,0.55078125,0.56640625,0.65234375,0.07887248694896698,0.0,0.014186981781495413,0.8817599534988403,3.5194123446941377,2.637652391195297,0.17463946463540198,0.8306137562098688,0.002375759626738727,8,256,4.6940855
mnist,sdsl_full,1,8,0.7127,0.8788953363895416,0.5625,1.0,0.58984375,0.41015625,0.4140625,0.66015625,0.0729583352804184,0.62890625,0.01255084859656687,0.9034725904464722,3.866810005903244,2.9633374154567718,0.20931728258728982,0.7665149985456822,0.002492038509808481,8,256,4.647463209000001
