task_0_accuracy,task_1_accuracy,task_2_accuracy,task_3_accuracy,task_4_accuracy,batch
0.10930878269764722,0.09529227705873987,0.19461993071122885,0.11036036036036036,0.07465437788018434,-1
0.08958059330702908,0.09927464087612003,0.21112696148359486,0.11986986986986987,0.041167434715821814,0
0.10974718690632763,0.14222727919214906,0.21418381903403302,0.05105105105105105,0.03287250384024577,1
0.06006137658921526,0.15346323424832883,0.2347666598736499,0.07182182182182183,0.03379416282642089,2
0.06313020604997809,0.16640591665481438,0.21581414306093336,0.07832832832832833,0.031029185867895544,3
0.038871839836329095,0.20893187313326697,0.22355818218871001,0.07432432432432433,0.028878648233486945,4
0.0527546397778752,0.1873133266960603,0.20623598940289384,0.09834834834834835,0.03379416282642089,5
0.059038433435627646,0.1429384155881098,0.2145914000407581,0.11561561561561562,0.03533026113671275,6
0.050270349262019585,0.15730337078651685,0.2211126961483595,0.09134134134134134,0.07311827956989247,7
0.06356861025865848,0.1594367799743991,0.21112696148359486,0.10935935935935936,0.05192012288786482,8
0.04851673242729797,0.19385578153889915,0.2088852659466069,0.12537537537537538,0.03164362519201229,9
0.033318719859710653,0.1806286445740293,0.2192785816180966,0.1403903903903904,0.03287250384024577,10
0.053631448195236006,0.2055184184326554,0.21764825759119624,0.11236236236236236,0.043010752688172046,11
0.07511325442057577,0.2006826909401223,0.21887100061137152,0.08133133133133133,0.06267281105990784,12
0.06327634078620488,0.2087896458540748,0.22620745873242307,0.08558558558558559,0.06912442396313365,13
0.07233669443226655,0.15289432513156023,0.2041980843692684,0.15665665665665665,0.055299539170506916,14
0.06386087973111208,0.1878822358128289,0.22844915426941104,0.12787787787787788,0.06820276497695853,15
0.08578109016513225,0.16967714407623383,0.21764825759119624,0.15115115115115116,0.059600614439324115,16
0.08300453017682304,0.16370359835016357,0.19991848379865498,0.18368368368368368,0.06175115207373272,17
0.10083296799649277,0.20395391836154175,0.22009374363154677,0.14464464464464463,0.08325652841781873,18
0.0914803448779775,0.22400796472763476,0.24475239453841452,0.11711711711711711,0.08018433179723503,19
