dataset,method,seed,batch,test_accuracy,generation_loss,pseudo_precision,pseudo_coverage,initial_pseudo_precision,cluster_precision,semantic_precision,classifier_cluster_agreement,semantic_shift,distribution_tv,parameter_change,replay_loss,worst_loss,sharpness_gap,flat_width,projected_gradient_fraction,update_norm,subspace_rank,accepted_count,batch_seconds
mnist,sdsl_full,0,-1,0.6278,1.8664549753069877,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,1,0,0.0
mnist,sdsl_full,0,0,0.6735,1.2491837069392204,0.71484375,1.0,0.75,0.59765625,0.6171875,0.7734375,0.07444128394126892,0.0,0.015865878181240297,1.1287045896053314,1.2655554920434953,0.13685090243816375,0.04070269613293931,0.6511084445174747,0.0015574678458506242,2,256,4.630425958
mnist,sdsl_full,0,1,0.6491,1.1228198438882828,0.69140625,1.0,0.7265625,0.5859375,0.5859375,0.796875,0.06889280676841736,0.0,0.015293427588192984,1.0781960397958756,1.6912511885166168,0.6130551487207413,0.08999160076491534,0.7719434202254534,0.0022106072341557593,3,256,4.581875208
mnist,sdsl_full,0,2,0.6671,1.065606677532196,0.61328125,1.0,0.66015625,0.45703125,0.421875,0.66796875,0.06594141572713852,0.62109375,0.01454341179446718,1.0974245846271515,1.5741201281547545,0.4766955435276031,0.0856364112580195,0.7665938302366576,0.002119278206373565,4,256,4.602368208999998
mnist,sdsl_full,0,3,0.6991,1.083111399412155,0.640625,1.0,0.70703125,0.5,0.51953125,0.69921875,0.06831230223178864,0.0,0.016583902745472456,1.0236813873052597,1.8530820846557616,0.829400697350502,0.10837740106508136,0.7840907512230432,0.0023215397668536752,5,256,4.6057205
mnist,sdsl_full,0,4,0.7226,1.0041649729013442,0.53515625,1.0,0.57421875,0.4453125,0.484375,0.6640625,0.07327886670827866,0.62109375,0.014797546150335064,0.9517087191343307,2.471324998140335,1.5196162790060044,0.145553638599813,0.854429118910776,0.002217991466750391,6,256,4.613123541
mnist,sdsl_full,0,5,0.722,0.9537187039852142,0.57421875,1.0,0.61328125,0.4609375,0.49609375,0.7734375,0.06640945374965668,0.0,0.013520533922767586,0.9120614528656006,3.259045201539993,2.3469837486743925,0.19383566472679375,0.8476079994604685,0.0024171013064915314,7,256,4.615851540999998
mnist,sdsl_full,0,6,0.7436,0.9166031122207642,0.73828125,1.0,0.7734375,0.56640625,0.57421875,0.7109375,0.08757515251636505,0.625,0.012479751287247244,0.8519467711448669,2.729243743419647,1.8772969722747803,0.15341568738222122,0.8731612525706656,0.0024222107778768985,8,256,4.608692250000004
mnist,sdsl_full,0,7,0.7675,0.8589798510074615,0.74609375,1.0,0.796875,0.546875,0.58203125,0.69921875,0.09266150742769241,0.0,0.01260320235741475,0.8003767907619477,2.422615170478821,1.6222383797168731,0.14164891708642244,0.865211965235922,0.0024832579074427485,8,256,4.629352041000004
mnist,sdsl_full,0,8,0.7731,0.7963636189699173,0.73828125,1.0,0.76953125,0.45703125,0.47265625,0.609375,0.08264695107936859,0.62890625,0.013353658943123873,0.7756127506494522,2.4282658457756043,1.652653095126152,0.1482410098426044,0.7670139395066073,0.0024222039442975073,8,256,4.6086772499999995
mnist,sdsl_full,0,9,0.7725,0.7783646285533905,0.796875,1.0,0.83984375,0.60546875,0.59765625,0.70703125,0.0807446613907814,0.0,0.013190431108603708,0.7321750432252884,1.9331371694803239,1.2009621262550354,0.12596437539905309,0.7258549081671932,0.0023709203640464695,8,256,4.637980500000005
mnist,sdsl_full,0,10,0.7991,0.7202787965536117,0.7421875,1.0,0.76171875,0.53515625,0.55859375,0.703125,0.08927609026432037,0.62890625,0.01189178715208338,0.6965841710567474,1.9446283459663392,1.2480441749095916,0.12131628273054958,0.7494157852501677,0.002362152354908176,8,256,4.633589375
mnist,sdsl_full,0,11,0.7985,0.7134825050830841,0.859375,1.0,0.875,0.78515625,0.76953125,0.875,0.08767636120319366,0.62109375,0.011189999263273232,0.6345015794038773,3.1098331212997437,2.4753315418958666,0.18029323630034924,0.7839326457198357,0.002500000048894435,8,256,4.634700291999998
mnist,sdsl_full,0,12,0.8136,0.634013968706131,0.7421875,1.0,0.77734375,0.55859375,0.59765625,0.7265625,0.10400905460119247,0.62109375,0.012214772665318972,0.6264181733131409,2.971662837266922,2.345244663953781,0.1821288377046585,0.717792780675969,0.002500000107102096,8,256,4.613403708999996
mnist,sdsl_full,0,13,0.8146,0.6297377973794938,0.67578125,1.0,0.703125,0.55859375,0.54296875,0.78515625,0.099691241979599,0.625,0.010501194388429941,0.5977037340402603,3.2941663444042204,2.69646261036396,0.18059762455523015,0.7531783389729328,0.0024676234577782454,8,256,4.6151468749999935
mnist,sdsl_full,0,14,0.8129,0.6249473080039024,0.80078125,1.0,0.82421875,0.5859375,0.5859375,0.6796875,0.10958810150623322,0.625,0.009300288648006718,0.5610689997673035,3.347079759836197,2.7860107600688933,0.19979057256132365,0.7036613316391398,0.0025000000256113707,8,256,4.627134374999997
mnist,sdsl_full,0,15,0.8302,0.5867830768227578,0.796875,1.0,0.82421875,0.69921875,0.69140625,0.84375,0.08974989503622055,0.625,0.009717376038849009,0.5334256410598754,3.352289170026779,2.8188635289669035,0.19702168889343738,0.7917782378833669,0.0025000000838190316,8,256,4.627713499999999
mnist,sdsl_full,0,16,0.8349,0.5462408423423767,0.7734375,1.0,0.79296875,0.5,0.49609375,0.63671875,0.08962209522724152,0.625,0.00931083752261398,0.5340110659599304,3.4176582276821135,2.883647161722183,0.18669694401323794,0.8150683299898418,0.0025000000721774997,8,256,4.625088167000001
mnist,sdsl_full,0,17,0.8266,0.5475903108716011,0.6328125,1.0,0.63671875,0.59375,0.58984375,0.80078125,0.06634348630905151,0.62109375,0.009586848405881096,0.5440107196569443,4.718181830644608,4.174171110987663,0.21006026044487952,0.7752946916614608,0.0025000000838190316,8,256,4.627799959000001
mnist,sdsl_full,0,18,0.8265,0.5357596293091774,0.92578125,1.0,0.93359375,0.7578125,0.7734375,0.79296875,0.08065606653690338,0.625,0.008839203223437897,0.46979088634252547,4.315843006968498,3.8460521206259726,0.21046753600239754,0.7772623880358223,0.0025000000838190316,8,256,4.630532083999995
mnist,sdsl_full,0,19,0.8543,0.47377830296754836,0.8515625,1.0,0.859375,0.71484375,0.75,0.765625,0.11622884124517441,0.62890625,0.008845579192769825,0.46036781668663024,3.2480282962322233,2.7876604795455933,0.19248973205685616,0.7265676582771669,0.0025000000023283064,8,256,4.644841417000009
