dataset,method,seed,batch,test_accuracy,generation_loss,pseudo_precision,pseudo_coverage,initial_pseudo_precision,cluster_precision,semantic_precision,classifier_cluster_agreement,semantic_shift,distribution_tv,parameter_change,replay_loss,worst_loss,sharpness_gap,flat_width,projected_gradient_fraction,update_norm,subspace_rank,accepted_count,batch_seconds
cifar10,sdsl_full,1,-1,0.2985,2.0019922345876693,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,1,0,0.0
cifar10,sdsl_full,1,0,0.3116,1.7742751985788345,0.22265625,1.0,0.265625,0.265625,0.24609375,0.63671875,0.15867355465888977,0.0,0.013711145719260142,1.6487074732780456,1.6574208915233613,0.008713418245315551,0.017040101671591402,0.31151513843742185,0.000837079607299529,2,256,6.041296583000001
cifar10,sdsl_full,1,1,0.3014,1.6346950113773346,0.23828125,1.0,0.265625,0.25390625,0.23828125,0.6171875,0.16574183106422424,0.0,0.016202131019163988,1.6097228348255157,1.6298317193984986,0.020108884572982787,0.020837185881100596,0.3599526479422628,0.0008875686675310135,3,256,7.788419833000001
cifar10,sdsl_full,1,2,0.3041,1.6168546736240388,0.1484375,1.0,0.1328125,0.14453125,0.15625,0.609375,0.15348085761070251,0.62109375,0.012261373338190811,1.6208298087120057,1.6750772058963777,0.05424739718437195,0.03634560517966747,0.5655046961756016,0.001122275198576972,4,256,7.5381983340000005
cifar10,sdsl_full,1,3,0.3067,1.615732455253601,0.15234375,1.0,0.17578125,0.1328125,0.13671875,0.60546875,0.1416894495487213,0.0,0.013662390667220263,1.5903801202774048,1.7611118376255035,0.17073171734809875,0.05774715100415051,0.7695780548336242,0.0014654076425358654,5,256,7.0119362920000015
cifar10,sdsl_full,1,4,0.3061,1.5876347064971923,0.421875,1.0,0.48046875,0.27734375,0.27734375,0.57421875,0.1326363980770111,0.62109375,0.011923378559110319,1.5583649754524231,1.84371497631073,0.28535000085830686,0.07178382417187094,0.7521265876535348,0.0016047138255089522,6,256,6.968953207999995
cifar10,sdsl_full,1,5,0.3073,1.5791561663150788,0.4375,1.0,0.47265625,0.30078125,0.3046875,0.515625,0.1419687718153,0.0,0.01182529388533336,1.5613262832164765,2.0905875504016875,0.5292612671852112,0.11513307206332683,0.7944041366495135,0.0017254618986044079,7,256,6.251939417000003
cifar10,sdsl_full,1,6,0.312,1.5733127772808075,0.20703125,1.0,0.1953125,0.1953125,0.203125,0.75390625,0.11324093490839005,0.625,0.009625028102351009,1.5451020777225495,1.8672288715839387,0.32212679386138915,0.07151957210153341,0.7920892065524291,0.0017106766375945882,8,256,5.454867499999999
cifar10,sdsl_full,1,7,0.3103,1.5636376440525055,0.2421875,1.0,0.28515625,0.234375,0.22265625,0.6875,0.1264571249485016,0.0,0.01076695954805798,1.548186433315277,2.2319531083106994,0.6837666749954223,0.12168088015168906,0.8062187068080195,0.0020598178787622603,8,256,5.541830834000002
cifar10,sdsl_full,1,8,0.3183,1.5595142781734466,0.43359375,1.0,0.4609375,0.35546875,0.36328125,0.6796875,0.1389373540878296,0.62890625,0.009797332996710751,1.5103090941905974,2.0851326644420625,0.5748235702514648,0.10026901541277766,0.8342279194667567,0.0019775506545556707,8,256,5.560752958999998
cifar10,sdsl_full,1,9,0.3291,1.5207771897315978,0.4609375,1.0,0.48046875,0.35546875,0.3671875,0.6640625,0.17952461540699005,0.0,0.012221724208535263,1.4889003336429596,1.8726965069770813,0.3837961733341217,0.07836272688582539,0.8072905786182542,0.0019051655661314725,8,256,5.509822165999992
cifar10,sdsl_full,1,10,0.3297,1.5081466257572174,0.265625,1.0,0.29296875,0.2421875,0.25390625,0.7734375,0.1649024486541748,0.62890625,0.00993234473045129,1.4824847280979156,1.8338106155395508,0.3513258874416351,0.08385264948010444,0.7316335933511549,0.0021333406039047986,8,256,5.535839249999995
cifar10,sdsl_full,1,11,0.3375,1.5054474592208862,0.21484375,1.0,0.234375,0.19140625,0.21484375,0.734375,0.19618193805217743,0.62109375,0.010337763224469575,1.4915639519691468,1.6499478757381438,0.15838392376899718,0.062305493466556075,0.6065760093543721,0.002006299461936578,8,256,5.548175874999998
cifar10,sdsl_full,1,12,0.3437,1.5017802834510803,0.31640625,1.0,0.32421875,0.30078125,0.30078125,0.74609375,0.1371617466211319,0.62109375,0.010312092685316228,1.472922283411026,1.704643338918686,0.23172105550765992,0.07222519824281334,0.630066123534013,0.0020783558196853847,8,256,5.545687874999999
cifar10,sdsl_full,1,13,0.3448,1.4879706144332885,0.33203125,1.0,0.390625,0.296875,0.3125,0.578125,0.13454708456993103,0.625,0.010779254519002213,1.47331183552742,2.161997765302658,0.688685929775238,0.11566819436848164,0.7509927114374049,0.0022167184622958304,8,256,5.547820333999994
cifar10,sdsl_full,1,14,0.3473,1.4746011734008788,0.41796875,1.0,0.45703125,0.36328125,0.36328125,0.69921875,0.16793370246887207,0.625,0.010561467657163575,1.4244613766670227,2.369184398651123,0.9447230219841003,0.12780907228589058,0.8042282398670334,0.002405102050397545,8,256,5.572535458000004
cifar10,sdsl_full,1,15,0.3447,1.4336307287216186,0.30078125,1.0,0.30078125,0.2578125,0.2734375,0.70703125,0.1559816598892212,0.625,0.012511408188285953,1.4450149238109589,2.4782741606235503,1.0332592368125915,0.13355473037809135,0.7781217010447671,0.0022426090319640933,8,256,5.554663582999993
cifar10,sdsl_full,1,16,0.3471,1.4642795026302338,0.29296875,1.0,0.33984375,0.23046875,0.23828125,0.6640625,0.16221661865711212,0.625,0.009701400613136584,1.4364939332008362,2.0675936222076414,0.6310996890068055,0.10792338028550148,0.7313570712157297,0.0023538638080935924,8,256,5.574208541999994
cifar10,sdsl_full,1,17,0.3474,1.4637436747550965,0.3125,1.0,0.31640625,0.31640625,0.296875,0.62890625,0.13406407833099365,0.62109375,0.009530139916385526,1.4241276979446411,2.2904923617839814,0.8663646638393402,0.127224356867373,0.7794390402056584,0.0022825872525572776,8,256,5.553938583000004
cifar10,sdsl_full,1,18,0.3565,1.4406647324562072,0.32421875,1.0,0.328125,0.2890625,0.3125,0.75,0.13566163182258606,0.625,0.010213861653160471,1.4064080595970154,2.5366598069667816,1.1302517473697662,0.14715427681803703,0.7767646739515006,0.002431488782167435,8,256,5.57375337500001
cifar10,sdsl_full,1,19,0.367,1.4306793451309203,0.359375,1.0,0.359375,0.26953125,0.3046875,0.6796875,0.15651918947696686,0.62890625,0.009357005421826872,1.3970643162727356,2.3876174449920655,0.9905531287193299,0.13128263261169196,0.8031795862419802,0.0022634857159573585,8,256,5.574443041999984
