task_0_accuracy,task_1_accuracy,task_2_accuracy,task_3_accuracy,task_4_accuracy,batch
0.12845243314335816,0.0,0.2722641124923579,0.012262262262262262,0.12165898617511521,-1
0.18208388133859418,0.00042668183757644715,0.33768086407173425,0.09284284284284285,0.11674347158218126,0
0.07525938915680257,0.0,0.3054819645404524,0.02127127127127127,0.22119815668202766,1
0.09498757854742072,0.00014222727919214906,0.28530670470756064,0.025525525525525526,0.21167434715821812,2
0.080081835452287,0.0,0.308335031587528,0.048798798798798795,0.18986175115207374,3
0.09323396171269911,0.0,0.32443448135316894,0.08008008008008008,0.15115207373271888,4
0.11997661844220371,0.00014222727919214906,0.2997758304463012,0.13263263263263264,0.12534562211981568,5
0.10828583954405963,0.00014222727919214906,0.38190340330140615,0.07107107107107107,0.12780337941628264,6
0.22636270641531492,0.00014222727919214906,0.3576523334012635,0.07457457457457457,0.11182795698924732,7
0.2097033464854596,0.0015645000711136396,0.3582637049113511,0.044294294294294295,0.1480798771121352,8
0.2253397632617273,0.005262409330109515,0.39942938659058486,0.053553553553553554,0.1228878648233487,9
0.2352769253251498,0.011093727776987626,0.4130833503158753,0.09384384384384384,0.0749615975422427,10
0.3413707438258074,0.005120182050917366,0.4446708783370695,0.046296296296296294,0.0642089093701997,11
0.2592430220663452,0.017778409899018632,0.45812105155899735,0.04604604604604605,0.10076804915514594,12
0.31287447026158116,0.012516000568909117,0.45873242306908496,0.04129129129129129,0.08448540706605223,13
0.31170539237176675,0.015645000711136395,0.454249031995109,0.05005005005005005,0.08786482334869432,14
0.25558965366067515,0.01351159152325416,0.4102302832687997,0.09484484484484484,0.07434715821812596,15
0.33552535437673536,0.028303228559237663,0.472997758304463,0.11436436436436437,0.04946236559139785,16
0.3704515563349408,0.011662636893756222,0.4950071326676177,0.055055055055055056,0.07158218125960061,17
0.3317258512348385,0.009387000426681837,0.519869574077848,0.05630630630630631,0.06482334869431644,18
0.19903551074090312,0.010667045939411179,0.5404524149174649,0.052802802802802806,0.060215053763440864,19
