task_0_accuracy,task_1_accuracy,task_2_accuracy,task_3_accuracy,task_4_accuracy,batch
0.8198581560283688,0.6145935357492655,0.5400213447171825,0.608257804632427,0.5390821986888553,-1
0.8118203309692671,0.6356513222331048,0.6141942369263608,0.7235649546827795,0.5708522440746344,0
0.8425531914893617,0.6513222331047992,0.5645677694770544,0.7009063444108762,0.46848209783156836,1
0.8434988179669031,0.7345739471106758,0.5981856990394877,0.7265861027190332,0.4150277357539082,2
0.8160756501182033,0.7526934378060725,0.5341515474919958,0.7673716012084593,0.6066565809379728,3
0.8241134751773049,0.8060724779627816,0.5464247598719317,0.7819738167170192,0.6354009077155824,4
0.8397163120567376,0.7713026444662096,0.540554962646745,0.7880161127895267,0.6510337871911246,5
0.8652482269503546,0.7605288932419196,0.5869797225186766,0.7628398791540786,0.7251638930912758,6
0.8118203309692671,0.7428991185112634,0.6494130202774814,0.8665659617321249,0.7579425113464447,7
0.8170212765957446,0.7007835455435847,0.6270010672358591,0.87865055387714,0.8330811901159859,8
0.7914893617021277,0.7247796278158668,0.6355389541088581,0.8303121852970795,0.8729198184568835,9
0.8676122931442081,0.7571008814887366,0.6632870864461046,0.8429003021148036,0.8537569339384771,10
0.8349881796690307,0.7997061704211558,0.6302027748132337,0.8524672708962739,0.8633383761976803,11
0.8865248226950354,0.7781586679725759,0.6520811099252934,0.8801611278952669,0.8582955118507312,12
0.9059101654846335,0.8060724779627816,0.6360725720384205,0.8605236656596174,0.848714069591528,13
0.891725768321513,0.7923604309500489,0.6392742796157951,0.87865055387714,0.848209783156833,14
0.8869976359338061,0.8344760039177277,0.6969050160085379,0.8710976837865055,0.8502269288956127,15
0.8997635933806146,0.8383937316356513,0.688367129135539,0.8816717019133937,0.8537569339384771,16
0.8959810874704491,0.8281096963761019,0.6141942369263608,0.8700906344410876,0.908219868885527,17
0.9167848699763593,0.7683643486777669,0.6334044823906083,0.87865055387714,0.9203227433182047,18
0.8988179669030733,0.856513222331048,0.727854855923159,0.8982880161127895,0.8799798285426123,19
