dataset,method,seed,batch,test_accuracy,generation_loss,pseudo_precision,pseudo_coverage,initial_pseudo_precision,cluster_precision,semantic_precision,classifier_cluster_agreement,semantic_shift,distribution_tv,parameter_change,replay_loss,worst_loss,sharpness_gap,flat_width,projected_gradient_fraction,update_norm,subspace_rank,accepted_count,batch_seconds
mnist,sdsl_full,3,-1,0.6408,1.7971039921045304,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,1,0,0.0
mnist,sdsl_full,3,0,0.6564,1.1813366189599037,0.7734375,1.0,0.8359375,0.578125,0.578125,0.6328125,0.08826839923858643,0.0,0.014202242601841674,1.0511424481868743,1.199360692501068,0.14821824431419373,0.037923724349820984,0.547314334112805,0.0015268295217538252,2,256,4.655916958000001
mnist,sdsl_full,3,1,0.6537,1.0324464589357376,0.80859375,1.0,0.83203125,0.62890625,0.63671875,0.6875,0.07706207782030106,0.0,0.014543589012992795,1.0007408112287521,1.7531371027231217,0.7523962914943695,0.090118448715657,0.8085949913493831,0.0021013015910284595,3,256,4.599892374999998
mnist,sdsl_full,3,2,0.6899,1.0019515484571457,0.57421875,1.0,0.59765625,0.45703125,0.43359375,0.6171875,0.09439979493618011,0.62109375,0.01320968836283705,1.0354619145393371,3.0538898944854735,2.0184279799461367,0.16657228730618953,0.8095054075840752,0.002459462056867778,4,256,4.643846834000001
mnist,sdsl_full,3,3,0.6847,1.0377769947052002,0.609375,1.0,0.6328125,0.54296875,0.52734375,0.74609375,0.08318370580673218,0.0,0.01329622921141767,0.9828368544578552,3.8690454840660093,2.8862086296081544,0.22591720558702946,0.7617304123203692,0.002500000095460564,5,256,4.627438667
mnist,sdsl_full,3,4,0.711,1.008640033006668,0.6328125,1.0,0.6484375,0.4765625,0.48828125,0.70703125,0.0772099643945694,0.62109375,0.011258048420719566,0.9346091240644455,3.631143346428871,2.6965342223644257,0.20336962435394526,0.8118340149954084,0.00244207787909545,6,256,4.610113708
mnist,sdsl_full,3,5,0.7127,0.9386758089065552,0.6171875,1.0,0.64453125,0.5078125,0.51953125,0.7890625,0.061867546290159225,0.0,0.011920283602439423,0.8884995728731155,4.225940752029419,3.3374411791563032,0.21917139030992985,0.8260634022977268,0.002481533237732947,7,256,4.621917042
mnist,sdsl_full,3,6,0.7223,0.8936609178781509,0.671875,1.0,0.76171875,0.4765625,0.484375,0.625,0.094441257417202,0.625,0.012667462795908068,0.8552724987268447,4.172399818897247,3.3171273201704023,0.21579520963132381,0.8405523118407918,0.0024956641951575874,8,256,4.599291083000004
mnist,sdsl_full,3,7,0.741,0.8549275040626526,0.80078125,1.0,0.84765625,0.59375,0.63671875,0.71484375,0.08616773039102554,0.0,0.01123216057518846,0.7893441289663314,4.073582941293717,3.284238812327385,0.2058063644915819,0.857329106521331,0.002440926758572459,8,256,4.617246874999999
mnist,sdsl_full,3,8,0.7586,0.8039292097091675,0.640625,1.0,0.69921875,0.4140625,0.4453125,0.63671875,0.07320542633533478,0.62890625,0.011672194232898527,0.8050058543682098,3.3763325214385986,2.5713266670703887,0.18526471685618162,0.775618752412483,0.002500000095460564,8,256,4.616408917000001
mnist,sdsl_full,3,9,0.7505,0.7986717283725738,0.75390625,1.0,0.78125,0.5703125,0.54296875,0.69140625,0.07817913591861725,0.0,0.01171081296879458,0.7685226738452912,3.798741120100021,3.03021844625473,0.21419542469084263,0.7745432457427679,0.0025000000605359674,8,256,4.639409958999998
mnist,sdsl_full,3,10,0.7859,0.7483971774578094,0.58984375,1.0,0.6171875,0.5,0.5,0.7265625,0.09023440629243851,0.62890625,0.01174095914385416,0.7421008974313736,2.911156004667282,2.1690551072359083,0.17054331228137015,0.7133325509764931,0.0024482989101670682,8,256,4.638095416000006
mnist,sdsl_full,3,11,0.783,0.7419811964035035,0.8359375,1.0,0.84765625,0.71484375,0.71875,0.8046875,0.08798921853303909,0.62109375,0.010491704118973492,0.669278958439827,3.042317235469818,2.373038277029991,0.1927908852696419,0.7017429620079663,0.0025000000721774997,8,256,4.636898416999998
mnist,sdsl_full,3,12,0.7763,0.6672428578138352,0.7421875,1.0,0.765625,0.6015625,0.6171875,0.80078125,0.09526856243610382,0.62109375,0.010810648698303197,0.6585842072963715,4.211467981338501,3.5528837740421295,0.2209330439567566,0.6891902489289448,0.002500000013969839,8,256,4.616374083000004
mnist,sdsl_full,3,13,0.7969,0.6724587500095367,0.7734375,1.0,0.7890625,0.66796875,0.67578125,0.85546875,0.08009795844554901,0.625,0.009404266752770703,0.6218221634626389,3.9068432062864304,3.2850210428237916,0.21175655759871007,0.7690445020284706,0.002500000048894435,8,256,4.7472017919999985
