class_0_accuracy,class_1_accuracy,class_2_accuracy,class_3_accuracy,class_4_accuracy,class_5_accuracy,class_6_accuracy,class_7_accuracy,class_8_accuracy,class_9_accuracy,batch
0.7928571428571428,0.9806167400881057,0.15794573643410853,0.49207920792079207,0.8136456211812627,0.44170403587443946,0.1649269311064718,0.9027237354085603,0.7002053388090349,0.5966303270564915,-1
0.7479591836734694,0.9770925110132158,0.6094961240310077,0.22475247524752476,0.6527494908350305,0.8071748878923767,0.767223382045929,0.8054474708171206,0.8069815195071869,0.6650148662041625,0
0.8255102040816327,0.9762114537444934,0.6211240310077519,0.0009900990099009901,0.7342158859470469,0.8553811659192825,0.7640918580375783,0.8229571984435797,0.7135523613963038,0.6194251734390486,1
0.8704081632653061,0.9674008810572687,0.7315891472868217,0.1712871287128713,0.780040733197556,0.7612107623318386,0.569937369519833,0.8871595330739299,0.63347022587269,0.5034687809712587,2
0.8244897959183674,0.9682819383259912,0.7228682170542635,0.0029702970297029703,0.8360488798370672,0.8239910313901345,0.6878914405010439,0.8861867704280155,0.728952772073922,0.6144697720515362,3
0.8387755102040816,0.9674008810572687,0.7083333333333334,0.0,0.829938900203666,0.8295964125560538,0.7014613778705637,0.8764591439688716,0.7936344969199178,0.6749256689791873,4
0.8387755102040816,0.960352422907489,0.6395348837209303,0.0,0.8839103869653768,0.9136771300448431,0.6878914405010439,0.8482490272373541,0.8562628336755647,0.6194251734390486,5
0.8459183673469388,0.960352422907489,0.7151162790697675,0.0,0.9134419551934827,0.8778026905829597,0.6085594989561587,0.882295719844358,0.8326488706365504,0.6035678889990089,6
0.8479591836734693,0.9744493392070485,0.7354651162790697,0.30495049504950494,0.8279022403258656,0.7051569506726457,0.8413361169102297,0.8443579766536965,0.9219712525667351,0.6442021803766105,7
0.85,0.9753303964757709,0.7131782945736435,0.38712871287128714,0.8319755600814664,0.726457399103139,0.8684759916492694,0.9299610894941635,0.8583162217659137,0.6114965312190287,8
0.8775510204081632,0.9779735682819384,0.6618217054263565,0.3306930693069307,0.8421588594704684,0.7612107623318386,0.7515657620041754,0.9007782101167315,0.9271047227926078,0.7383548067393458,9
0.8683673469387755,0.973568281938326,0.7306201550387597,0.49603960396039604,0.8635437881873728,0.6614349775784754,0.8058455114822547,0.8754863813229572,0.9086242299794661,0.8315163528245788,10
0.9,0.9726872246696036,0.7722868217054264,0.7821782178217822,0.8024439918533605,0.4562780269058296,0.6482254697286013,0.9036964980544747,0.9055441478439425,0.7928642220019821,11
0.7908163265306123,0.9726872246696036,0.8362403100775194,0.7861386138613862,0.8482688391038696,0.3834080717488789,0.9321503131524008,0.7889105058365758,0.9075975359342916,0.7333994053518335,12
0.8204081632653061,0.9691629955947136,0.8313953488372093,0.6574257425742575,0.8462321792260692,0.7163677130044843,0.9133611691022965,0.9280155642023347,0.8685831622176592,0.7829534192269574,13
0.810204081632653,0.9788546255506608,0.7703488372093024,0.30594059405940593,0.8207739307535642,0.8677130044843049,0.9321503131524008,0.914396887159533,0.9004106776180698,0.7869177403369673,14
0.8755102040816326,0.9753303964757709,0.7781007751937985,0.6405940594059406,0.829938900203666,0.7130044843049327,0.9384133611691023,0.9056420233463035,0.9260780287474333,0.8364717542120912,15
0.8969387755102041,0.9770925110132158,0.8023255813953488,0.7405940594059406,0.835030549898167,0.6748878923766816,0.8705636743215032,0.9202334630350194,0.8952772073921971,0.8582755203171457,16
0.7408163265306122,0.9841409691629956,0.8091085271317829,0.6306930693069307,0.8472505091649695,0.7926008968609866,0.9488517745302714,0.9134241245136187,0.8993839835728953,0.867195242814668,17
0.8979591836734694,0.9700440528634361,0.811046511627907,0.9306930693069307,0.8737270875763747,0.31390134529147984,0.8778705636743215,0.9114785992217899,0.9106776180698152,0.8662041625371655,18
0.9102040816326531,0.9674008810572687,0.9098837209302325,0.8267326732673267,0.8767820773930753,0.4170403587443946,0.8465553235908142,0.9348249027237354,0.824435318275154,0.7413280475718533,19
