dataset,method,seed,batch,test_accuracy,generation_loss,pseudo_precision,pseudo_coverage,initial_pseudo_precision,cluster_precision,semantic_precision,classifier_cluster_agreement,semantic_shift,distribution_tv,parameter_change,replay_loss,worst_loss,sharpness_gap,flat_width,projected_gradient_fraction,update_norm,subspace_rank,accepted_count,batch_seconds
svhn,sdsl_full,0,-1,0.1021819299323909,2.3025570422410966,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,1,0,0.0
svhn,sdsl_full,0,0,0.14048094652735096,2.2614584267139435,0.15625,1.0,0.265625,0.1328125,0.12890625,0.40234375,0.17585892975330353,0.0,0.01846334109464415,2.220514643192291,2.228399908542633,0.007885265350341796,0.013111532456241548,0.4437490357800682,0.0003444712383497972,2,256,12.478018333999998
svhn,sdsl_full,0,1,0.1082897971727105,2.2027562856674194,0.11328125,1.0,0.20703125,0.08203125,0.09765625,0.3984375,0.16255897283554077,0.0,0.02723871377314224,2.1777485847473144,2.1980576157569884,0.020309031009674072,0.02371651043649763,0.6442946259522627,0.0004993110851501115,3,256,12.525755167000003
svhn,sdsl_full,0,2,0.10917332513829134,2.1669105291366577,0.11328125,1.0,0.05859375,0.12109375,0.12109375,0.64453125,0.15648722648620605,0.62109375,0.02022419269187716,2.142813575267792,2.2237066984176637,0.08089312314987182,0.04454305628314614,0.7652163224819908,0.000714451857493259,4,256,12.496052750000004
svhn,sdsl_full,0,3,0.11040258143822987,2.14003244638443,0.1171875,1.0,0.0859375,0.140625,0.12109375,0.62109375,0.18143150210380554,0.0,0.01723983449407613,2.1152375102043153,2.271523690223694,0.15628618001937866,0.06315718735568225,0.7668082526600636,0.0008379600258194841,5,256,12.516622708999996
svhn,sdsl_full,0,4,0.1168561770129072,2.1256082892417907,0.16015625,1.0,0.21484375,0.14453125,0.14453125,0.59375,0.14963765442371368,0.62109375,0.015262745146255577,2.0990819573402404,2.328507971763611,0.22942601442337035,0.07666567135602236,0.788737088172166,0.0009984522592276334,6,256,12.485701375000005
svhn,sdsl_full,0,5,0.12411647203441918,2.10804283618927,0.203125,1.0,0.19921875,0.1796875,0.171875,0.5859375,0.1649949997663498,0.0,0.013372596749197902,2.080953282117844,2.3627640128135683,0.2818107306957245,0.08802865156903864,0.7960879855519833,0.001119700592244044,7,256,12.444959709000003
svhn,sdsl_full,0,6,0.1273816840811309,2.0935949265956877,0.14453125,1.0,0.10546875,0.1328125,0.13671875,0.55859375,0.16554346680641174,0.625,0.012150095155278913,2.073460656404495,2.459989774227142,0.3865291178226471,0.10120095172896981,0.7923546884757674,0.0011362537334207445,8,256,12.497838415999993
svhn,sdsl_full,0,7,0.15238936693300553,2.083365738391876,0.13671875,1.0,0.15234375,0.125,0.125,0.5703125,0.1557585746049881,0.0,0.012266879757824091,2.062226766347885,2.5787256717681886,0.5164989054203033,0.1272315870039165,0.746577186445864,0.0011611845053266733,8,256,12.494220040999991
svhn,sdsl_full,0,8,0.14839428395820528,2.080618554353714,0.11328125,1.0,0.13671875,0.109375,0.11328125,0.55078125,0.14125265181064606,0.62890625,0.012030299817984829,2.0461603581905363,2.4098588943481447,0.36369853615760805,0.0978115476667881,0.6615743698585452,0.001807200096664019,8,256,12.509103041999992
svhn,sdsl_full,0,9,0.15953441917639827,2.0571918427944182,0.12109375,1.0,0.1015625,0.10546875,0.12109375,0.59765625,0.15617665648460388,0.0,0.010937880130664275,2.0458316683769224,2.457389783859253,0.41155811548233034,0.10936917532235384,0.6679819056943994,0.0018781149294227362,8,256,12.514195082999976
svhn,sdsl_full,0,10,0.16648740012292562,2.0565166056156157,0.21875,1.0,0.21875,0.2421875,0.23046875,0.69140625,0.16038842499256134,0.62890625,0.011471722332572027,2.013884037733078,2.538048279285431,0.5241642415523529,0.13037361111491919,0.7616296529797663,0.001385135849704966,8,256,12.475841792000011
