dataset,method,seed,batch,test_accuracy,generation_loss,pseudo_precision,pseudo_coverage,initial_pseudo_precision,cluster_precision,semantic_precision,classifier_cluster_agreement,semantic_shift,distribution_tv,parameter_change,replay_loss,worst_loss,sharpness_gap,flat_width,projected_gradient_fraction,update_norm,subspace_rank,accepted_count,batch_seconds
svhn,sdsl_full,2,-1,0.10364167178856791,2.304364690184593,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,1,0,0.0
svhn,sdsl_full,2,0,0.11405193607867241,2.282141864299774,0.125,1.0,0.1484375,0.140625,0.125,0.66015625,0.23708586394786835,0.0,0.015368760642064,2.2449586629867553,2.2451386570930483,0.00017999410629272462,0.0033642368027358314,0.17321865107216383,0.0002292011231475044,2,256,13.396197417
svhn,sdsl_full,2,1,0.1034880147510756,2.2251291275024414,0.11328125,1.0,0.1796875,0.11328125,0.109375,0.68359375,0.21188989281654358,0.0,0.02871685944747462,2.2024041175842286,2.205201268196106,0.0027971506118774415,0.009264593315310776,0.4054400515353523,0.0002657470788108185,3,256,13.380749999999999
svhn,sdsl_full,2,2,0.10241241548862938,2.1969733476638793,0.0703125,1.0,0.078125,0.06640625,0.078125,0.65625,0.21931621432304382,0.62109375,0.020650502268511346,2.1771654367446898,2.1829553604125977,0.005789923667907715,0.011248882673680783,0.417635185715719,0.0003399469205760397,4,256,13.387918833999997
svhn,sdsl_full,2,3,0.10295021511985249,2.178613710403442,0.078125,1.0,0.0859375,0.06640625,0.0703125,0.76953125,0.23031136393547058,0.0,0.01779531279224244,2.156852197647095,2.16232750415802,0.005475306510925293,0.013403903762809932,0.437640384967014,0.00038566805160371586,5,256,13.365854416000005
svhn,sdsl_full,2,4,0.10202827289489859,2.162792277336121,0.0625,1.0,0.05859375,0.0703125,0.06640625,0.7890625,0.21056675910949707,0.62109375,0.014554504912237552,2.1455313920974732,2.161034309864044,0.015502917766571044,0.02080526913050562,0.5839034427364498,0.00043863646424142645,6,256,13.489341582999998
svhn,sdsl_full,2,5,0.10809772587584511,2.1474863052368165,0.0859375,1.0,0.1015625,0.08203125,0.08203125,0.64453125,0.25006312131881714,0.0,0.015114575637043338,2.1395293354988096,2.1670934677124025,0.02756413221359253,0.029101409623399375,0.6848942367756996,0.000517290756397415,7,256,13.455864792
svhn,sdsl_full,2,6,0.11170866625691457,2.140758442878723,0.16015625,1.0,0.18359375,0.15234375,0.16015625,0.77734375,0.29151901602745056,0.625,0.014088092813203393,2.1300596594810486,2.1662495493888856,0.03618988990783691,0.03216119073331356,0.6727397248425959,0.0005425696028396488,8,256,13.449520167000003
svhn,sdsl_full,2,7,0.11078672403196066,2.1424354910850525,0.234375,1.0,0.24609375,0.2265625,0.234375,0.75390625,0.24083003401756287,0.0,0.013420000556678342,2.115325689315796,2.212428259849548,0.09710257053375244,0.04949946063570678,0.6997754116947635,0.0007148686330765486,8,256,13.45557108300001
svhn,sdsl_full,2,8,0.1198140749846343,2.1248356223106386,0.08203125,1.0,0.05859375,0.09375,0.078125,0.7265625,0.22883376479148865,0.62890625,0.013500311898588312,2.1111430048942568,2.2411850690841675,0.13004206418991088,0.061549421120435,0.7406368783912308,0.000950204418040812,8,256,13.545853083000011
svhn,sdsl_full,2,9,0.12004456054087277,2.1156849384307863,0.1328125,1.0,0.10546875,0.12109375,0.1328125,0.734375,0.2231861650943756,0.0,0.012339575760868212,2.0970705926418303,2.18127281665802,0.08420222401618957,0.04771947944536805,0.7449878485936561,0.0008657703263452276,8,256,13.622294791000002
svhn,sdsl_full,2,10,0.12096650276582667,2.110348165035248,0.1484375,1.0,0.140625,0.140625,0.16015625,0.76171875,0.21126194298267365,0.62890625,0.011577905448440265,2.082253360748291,2.2193275451660157,0.13707418441772462,0.058883686736226085,0.7383969911295853,0.0010731534712249413,8,256,13.723040791999978
svhn,sdsl_full,2,11,0.12169637369391519,2.090226936340332,0.1484375,1.0,0.16015625,0.14453125,0.15234375,0.79296875,0.23304486274719238,0.62109375,0.012200240824978153,2.060050201416016,2.191706585884094,0.13165638446807862,0.05488025518134236,0.7202640577072279,0.001041262483340688,8,256,13.739040458000005
svhn,sdsl_full,2,12,0.12173478795328826,2.0762772500514983,0.1015625,1.0,0.08984375,0.12109375,0.1015625,0.7109375,0.2286837100982666,0.62109375,0.011660959155043765,2.0608465909957885,2.1641703307628632,0.10332373976707458,0.0543076285161078,0.6791614493757852,0.0011680226627504453,8,256,13.725700541999998
svhn,sdsl_full,2,13,0.1304164105716042,2.082633924484253,0.18359375,1.0,0.21875,0.17578125,0.16796875,0.73828125,0.20198795199394226,0.625,0.010867154165934884,2.062350034713745,2.189605414867401,0.127255380153656,0.06059383125975728,0.6766387930400574,0.0014150690840324387,8,256,13.769874375
svhn,sdsl_full,2,14,0.13548709280885066,2.0820258438587187,0.22265625,1.0,0.265625,0.19921875,0.203125,0.73046875,0.20713791251182556,0.625,0.011032994901773452,2.045030301809311,2.22292298078537,0.17789267897605895,0.07019924847409129,0.6650306631334926,0.0014509616972645744,8,256,13.80961425000001
svhn,sdsl_full,2,15,0.14582052858020897,2.0488901853561403,0.140625,1.0,0.1328125,0.13671875,0.14453125,0.78515625,0.18989351391792297,0.625,0.012178257910704093,2.019580066204071,2.252032148838043,0.23245208263397216,0.08032701592892408,0.6694280526191118,0.0017995742498897016,8,256,13.769928209
svhn,sdsl_full,2,16,0.1502381684081131,2.03446004986763,0.0703125,1.0,0.0546875,0.0859375,0.07421875,0.7734375,0.23705966770648956,0.625,0.01152448983948442,2.020487314462662,2.3640115022659303,0.34352418780326843,0.09397204797714949,0.7412151509526284,0.0017389220418408513,8,256,13.739880833
svhn,sdsl_full,2,17,0.14593577135832822,2.0319583296775816,0.140625,1.0,0.1875,0.12109375,0.1328125,0.6875,0.22135905921459198,0.62109375,0.011270510381462826,2.0130729615688323,2.2913053035736084,0.278232342004776,0.08710007313638926,0.7800159928197707,0.0013105385325616226,8,256,13.78798900000001
svhn,sdsl_full,2,18,0.14589735709895513,2.0307748138904573,0.1484375,1.0,0.17578125,0.125,0.14453125,0.68359375,0.23686794936656952,0.625,0.01118728195532393,1.9946591317653657,2.4116635859012603,0.41700445413589476,0.10792833715677261,0.7461765550103914,0.0014675958431325854,8,256,13.738675042000011
svhn,sdsl_full,2,19,0.16556545789797172,2.0082961857318877,0.1796875,1.0,0.19140625,0.1953125,0.19140625,0.69921875,0.21937409043312073,0.62890625,0.012789505331335035,1.981126868724823,2.432940477132797,0.45181360840797424,0.10616500852629543,0.7692129127767486,0.001713648869190365,8,256,13.74160999999998
