class_0_accuracy,class_1_accuracy,class_2_accuracy,class_3_accuracy,class_4_accuracy,class_5_accuracy,class_6_accuracy,class_7_accuracy,class_8_accuracy,class_9_accuracy,batch
0.48394495412844035,0.006864090998234948,0.0,0.0,0.016250495441934205,0.5432046979865772,0.0,0.02426944031698861,0.163855421686747,0.07774294670846395,-1
0.31422018348623854,0.13688958619337124,0.0,0.001040943789035392,0.11771700356718193,0.5704697986577181,0.025796661608497723,0.158494304110946,0.15,0.08213166144200627,0
0.2815366972477064,0.004706805255932536,0.0,0.0,0.27269124058660327,0.34018456375838924,0.0,0.04210004952947004,0.4331325301204819,0.0006269592476489029,1
0.3572247706422018,0.005295155912924103,0.0,0.00034698126301179735,0.2259215219976219,0.34815436241610737,0.0,0.05052005943536404,0.40843373493975904,0.006896551724137931,2
0.3119266055045872,0.0007844675426554226,0.0,0.0,0.1985731272294887,0.42449664429530204,0.0,0.09658246656760773,0.372289156626506,0.0,3
0.3480504587155963,0.006079623455579526,0.0,0.0,0.11771700356718193,0.5432046979865772,0.0,0.158494304110946,0.2963855421686747,0.0,4
0.3555045871559633,0.03941949401843499,0.00024102193299590263,0.0,0.08481965913594927,0.527265100671141,0.0,0.26250619118375434,0.2457831325301205,0.0,5
0.32396788990825687,0.0345165718768386,0.00024102193299590263,0.0,0.20689655172413793,0.5671140939597316,0.0,0.1406636948984646,0.25060240963855424,0.0,6
0.31020642201834864,0.1976858207491665,0.00024102193299590263,0.0,0.11533888228299644,0.6140939597315436,0.0,0.14759782070331848,0.21746987951807228,0.0018808777429467085,7
0.3704128440366973,0.1547362227887821,0.002651241262954929,0.0,0.11930241775663893,0.6111577181208053,0.0030349013657056147,0.08469539375928678,0.2753012048192771,0.01567398119122257,8
0.3079128440366973,0.19709747009217493,0.008676789587852495,0.00034698126301179735,0.22393975426080062,0.5851510067114094,0.0005058168942842691,0.10549777117384844,0.23072289156626505,0.010658307210031349,9
0.25573394495412843,0.228280054912728,0.018799710773680405,0.0,0.19778042013476022,0.6409395973154363,0.004552352048558422,0.1812778603268945,0.13674698795180723,0.010658307210031349,10
0.2436926605504587,0.37477936850362814,0.008676789587852495,0.0,0.26634958382877527,0.6333892617449665,0.0005058168942842691,0.09113422486379395,0.11566265060240964,0.010658307210031349,11
0.24885321100917432,0.26279662678956656,0.03012774162448783,0.0,0.2845818470075307,0.6417785234899329,0.0020232675771370764,0.08915304606240713,0.18795180722891566,0.010031347962382446,12
0.24942660550458715,0.33457540694253773,0.021209930103639432,0.0,0.28299643281807374,0.6447147651006712,0.0025290844714213456,0.079247152055473,0.14518072289156628,0.021316614420062698,13
0.3526376146788991,0.2977054324377329,0.02651241262954929,0.0,0.31946095917558465,0.5968959731543624,0.0070814365199797676,0.09212481426448738,0.14337349397590363,0.030094043887147336,14
0.38589449541284404,0.2110217689743087,0.022656061701614848,0.00034698126301179735,0.1335711454617519,0.7030201342281879,0.009610520991401113,0.17830609212481427,0.08373493975903615,0.064576802507837,15
0.25,0.36477740733477154,0.04796336466618462,0.0,0.32461355529131986,0.6300335570469798,0.01163378856853819,0.21495789995047054,0.086144578313253,0.01128526645768025,16
0.30905963302752293,0.3914493037850559,0.019763798505664017,0.0,0.32302814110186284,0.677013422818792,0.007587253414264037,0.10153541357107479,0.1144578313253012,0.026959247648902823,17
0.23853211009174313,0.36360070602078837,0.015907447577729574,0.0,0.3333333333333333,0.7172818791946308,0.007587253414264037,0.10401188707280833,0.0963855421686747,0.03197492163009404,18
0.24025229357798164,0.18493822318101588,0.018076644974692697,0.0,0.3428458184700753,0.7495805369127517,0.00556398583712696,0.09905894006934125,0.06144578313253012,0.05893416927899686,19
