task_0_accuracy,task_1_accuracy,task_2_accuracy,task_3_accuracy,task_4_accuracy,batch
0.10960105217010083,0.005262409330109515,0.0002037905033625433,0.0,0.2835637480798771,-1
0.11413122899313166,0.01649836438628929,0.01895251681271653,0.0012512512512512512,0.25253456221198156,0
0.1433581762384919,0.0,0.0,0.0,0.22580645161290322,1
0.15154172146719275,0.0,0.0,0.011511511511511512,0.20030721966205836,2
0.13985094256904868,0.0,0.0,0.025275275275275275,0.20368663594470046,3
0.13575916995469822,0.0,0.0,0.027527527527527528,0.20522273425499232,4
0.11939207949729651,0.0,0.0,0.026026026026026026,0.23102918586789556,5
0.1323980710214818,0.0,0.0,0.02827827827827828,0.2098310291858679,6
0.1340055531199766,0.0,0.014265335235378032,0.02127127127127127,0.21935483870967742,7
0.12932924156071898,0.0002844545583842981,0.014672916242103118,0.032532532532532535,0.22304147465437787,8
0.12845243314335816,0.00014222727919214906,0.021398002853067047,0.03303303303303303,0.2337941628264209,9
0.1449656583369867,0.0,0.012838801711840228,0.04054054054054054,0.25468509984639015,10
0.17711530030688294,0.0,0.005094762584063582,0.05155155155155155,0.2368663594470046,11
0.23922256320327343,0.00014222727919214906,0.005909924597513756,0.05105105105105105,0.2248847926267281,12
0.23147742218325296,0.0011378182335371925,0.022416955369879765,0.05930930930930931,0.1870967741935484,13
0.2221247990647377,0.010098136822642583,0.037089871611982884,0.06156156156156156,0.2141321044546851,14
0.27882507672073653,0.00455127293414877,0.029753413490931323,0.0523023023023023,0.22918586789554532,15
0.28306298407131375,0.008249182193144645,0.03219889953128184,0.055805805805805804,0.2316436251920123,16
0.21335671489112962,0.018489546294979377,0.043203586712859184,0.06381381381381382,0.23963133640552994,17
0.2728335525354377,0.011520409614564074,0.03749745261870797,0.06656656656656657,0.20706605222734256,18
0.2073651907058308,0.04650832029583274,0.028734460974118605,0.0508008008008008,0.26697388632872504,19
