dataset,method,seed,batch,test_accuracy,generation_loss,pseudo_precision,pseudo_coverage,initial_pseudo_precision,cluster_precision,semantic_precision,classifier_cluster_agreement,semantic_shift,distribution_tv,parameter_change,replay_loss,worst_loss,sharpness_gap,flat_width,projected_gradient_fraction,update_norm,subspace_rank,accepted_count,batch_seconds
cifar10,sdsl_full,2,-1,0.3047,2.011998687684536,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,1,0,0.0
cifar10,sdsl_full,2,0,0.3234,1.785345882177353,0.3046875,1.0,0.390625,0.31640625,0.3125,0.53125,0.1523267775774002,0.0,0.014355009722648701,1.6705021560192108,1.6710050761699677,0.000502920150756836,0.012392398731026332,0.23324377929428305,0.0007959785027196631,2,256,5.739496166
cifar10,sdsl_full,2,1,0.3215,1.66221182346344,0.31640625,1.0,0.3125,0.3359375,0.328125,0.63671875,0.1734551191329956,0.0,0.015875213266773186,1.6391077876091003,1.6926251292228698,0.05351734161376953,0.03750662622042,0.5163076303062535,0.0013978206348838284,3,256,5.902373957999998
cifar10,sdsl_full,2,2,0.3222,1.6392524480819701,0.17578125,1.0,0.1484375,0.2109375,0.19921875,0.640625,0.13104255497455597,0.62109375,0.012553560352802352,1.6287848591804504,1.8619203329086305,0.23313547372817994,0.06863269209861755,0.702620228725967,0.001775342517066747,4,256,6.217093875
cifar10,sdsl_full,2,3,0.3235,1.6297568738460542,0.171875,1.0,0.15234375,0.2265625,0.23046875,0.59765625,0.11937369406223297,0.0,0.014508032271196236,1.5925725877285004,1.9661264657974242,0.37355387806892393,0.08147250623442233,0.6997596804818883,0.0016146776761161163,5,256,6.014609665999998
cifar10,sdsl_full,2,4,0.325,1.610013234615326,0.35546875,1.0,0.3984375,0.296875,0.27734375,0.578125,0.11613788455724716,0.62109375,0.011972525592152826,1.5743506610393525,1.9588294804096222,0.3844788193702698,0.0817287340760231,0.7634449851100502,0.001666168760857545,6,256,6.100777583999999
cifar10,sdsl_full,2,5,0.3264,1.6094992339611054,0.41015625,1.0,0.4296875,0.328125,0.328125,0.546875,0.12139473855495453,0.0,0.011252590096385491,1.5652488112449645,1.9537417471408844,0.3884929358959198,0.08773662410676479,0.7891441619043412,0.0018027156969765202,7,256,6.118063916000004
cifar10,sdsl_full,2,6,0.3348,1.5650533437728882,0.28125,1.0,0.30078125,0.25,0.25,0.6640625,0.1372634619474411,0.625,0.010635382387386181,1.5648240268230438,2.259022170305252,0.6941981434822082,0.11544354120269418,0.7715910885448375,0.0020257916505215688,8,256,6.089103541
cifar10,sdsl_full,2,7,0.3382,1.5659191071987153,0.2421875,1.0,0.28125,0.19140625,0.20703125,0.61328125,0.12507428228855133,0.0,0.010461333767347576,1.5615155518054962,2.4399289906024935,0.8784134387969971,0.13035099301487207,0.7960408175178122,0.002214858937077224,8,256,6.168295417000003
cifar10,sdsl_full,2,8,0.3393,1.5844233453273773,0.41796875,1.0,0.47265625,0.34765625,0.36328125,0.66796875,0.1172526627779007,0.62890625,0.00935624308954491,1.5330423176288606,2.181409275531769,0.6483669579029083,0.11260969415307046,0.8124285095951078,0.002346917532850057,8,256,5.947335792000004
