dataset,batch,method,seed,test_accuracy,pseudo_precision,pseudo_coverage,accepted_count,rejected_count,mean_accepted_confidence,distribution_tv,feature_centroid_drift,parameter_change,training_loss,buffer_size,buffer_replaced,buffer_total_seen,batch_seconds
svhn,-1,ewc,3,0.08408881376767056,,,0,0,,0.0,0.0,0.0,,0,0,0,0.0
svhn,0,ewc,3,0.08408881376767056,,0.0,0,256,,0.0,0.21204240173101424,0.0,,0,0,0,11.392202875000002
svhn,1,ewc,3,0.08408881376767056,,0.0,0,256,,0.0,0.15741255767643453,0.0,,0,0,0,11.281516666000002
svhn,2,ewc,3,0.08408881376767056,,0.0,0,256,,0.62109375,0.22538162544369697,0.0,,0,0,0,11.231442791999996
svhn,3,ewc,3,0.08408881376767056,,0.0,0,256,,0.0,0.15749266259372235,0.0,,0,0,0,11.238292624999993
svhn,4,ewc,3,0.08408881376767056,,0.0,0,256,,0.62109375,0.2293109714984894,0.0,,0,0,0,11.23136525000001
svhn,5,ewc,3,0.08408881376767056,,0.0,0,256,,0.0,0.16970789171755313,0.0,,0,0,0,11.298370250000005
svhn,6,ewc,3,0.08408881376767056,,0.0,0,256,,0.625,0.20155451372265815,0.0,,0,0,0,11.296283333000005
svhn,7,ewc,3,0.08408881376767056,,0.0,0,256,,0.0,0.2201779730618,0.0,,0,0,0,11.479889374999999
svhn,8,ewc,3,0.08408881376767056,,0.0,0,256,,0.62890625,0.22791928425431252,0.0,,0,0,0,11.858271375000001
svhn,9,ewc,3,0.08408881376767056,,0.0,0,256,,0.0,0.19263992607593536,0.0,,0,0,0,12.73763483400002
svhn,10,ewc,3,0.08408881376767056,,0.0,0,256,,0.62890625,0.16775064691901206,0.0,,0,0,0,11.912399082999997
svhn,11,ewc,3,0.08408881376767056,,0.0,0,256,,0.62109375,0.20564532317221165,0.0,,0,0,0,11.688993291999992
svhn,12,ewc,3,0.08408881376767056,,0.0,0,256,,0.62109375,0.22529319152235985,0.0,,0,0,0,11.699190541999997
svhn,13,ewc,3,0.08408881376767056,,0.0,0,256,,0.625,0.1992190219461918,0.0,,0,0,0,11.6554395
svhn,14,ewc,3,0.08408881376767056,,0.0,0,256,,0.625,0.1724838651716709,0.0,,0,0,0,11.674309083999987
svhn,15,ewc,3,0.08408881376767056,,0.0,0,256,,0.625,0.17551997005939485,0.0,,0,0,0,11.765607915999993
svhn,16,ewc,3,0.08408881376767056,,0.0,0,256,,0.625,0.2065024372190237,0.0,,0,0,0,11.917303208000021
svhn,17,ewc,3,0.08408881376767056,,0.0,0,256,,0.62109375,0.2143026441335678,0.0,,0,0,0,11.733757249999996
svhn,18,ewc,3,0.08408881376767056,,0.0,0,256,,0.625,0.2181394226849079,0.0,,0,0,0,11.74349054199999
svhn,19,ewc,3,0.08408881376767056,,0.0,0,256,,0.62890625,0.19552471712231637,0.0,,0,0,0,11.756649124999996
