batch,class_0_accuracy,class_1_accuracy,class_2_accuracy,class_3_accuracy,class_4_accuracy,class_5_accuracy,class_6_accuracy,class_7_accuracy,class_8_accuracy,class_9_accuracy
-1,0.8,0.9110132158590308,0.6385658914728682,0.49504950495049505,0.7107942973523421,0.32286995515695066,0.2651356993736952,0.5330739299610895,0.31724845995893225,0.45490584737363726
0,0.6561224489795918,0.9894273127753304,0.4312015503875969,0.5356435643564357,0.6018329938900203,0.5022421524663677,0.4164926931106472,0.7928015564202334,0.40349075975359344,0.29633300297324083
1,0.1,0.9964757709251101,0.040697674418604654,0.1801980198019802,0.015274949083503055,0.4876681614349776,0.1638830897703549,0.372568093385214,0.08726899383983573,0.004955401387512388
2,0.00816326530612245,0.9991189427312775,0.005813953488372093,0.046534653465346534,0.0,0.21300448430493274,0.015657620041753653,0.13521400778210116,0.014373716632443531,0.0
3,0.0,1.0,0.0,0.0,0.0,0.04147982062780269,0.0,0.016536964980544747,0.0,0.0
4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
