batch,class_0_accuracy,class_1_accuracy,class_2_accuracy,class_3_accuracy,class_4_accuracy,class_5_accuracy,class_6_accuracy,class_7_accuracy,class_8_accuracy,class_9_accuracy
-1,0.8,0.9110132158590308,0.6385658914728682,0.49504950495049505,0.7107942973523421,0.32286995515695066,0.2651356993736952,0.5330739299610895,0.31724845995893225,0.45490584737363726
0,0.6561224489795918,0.9894273127753304,0.43507751937984496,0.5316831683168317,0.6028513238289206,0.49887892376681614,0.4154488517745303,0.7889105058365758,0.4024640657084189,0.29732408325074333
1,0.08571428571428572,0.9973568281938326,0.03488372093023256,0.1782178217821782,0.012219959266802444,0.4327354260089686,0.1430062630480167,0.32684824902723736,0.07597535934291581,0.004955401387512388
2,0.00510204081632653,0.9991189427312775,0.003875968992248062,0.031683168316831684,0.0,0.16928251121076232,0.013569937369519834,0.11673151750972763,0.009240246406570842,0.0
3,0.0,1.0,0.0,0.0,0.0,0.02242152466367713,0.0,0.006809338521400778,0.0,0.0
4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
