dataset,batch,method,seed,test_accuracy,pseudo_precision,pseudo_coverage,accepted_count,rejected_count,mean_accepted_confidence,distribution_tv,feature_centroid_drift,parameter_change,training_loss,buffer_size,buffer_replaced,buffer_total_seen,batch_seconds
cifar10,-1,ewc,1,0.2999,,,0,0,,0.0,0.0,0.0,,0,0,0,0.0
cifar10,0,ewc,1,0.2999,,0.0,0,256,,0.0,0.15922862626612186,0.0,,0,0,0,4.397619250000002
cifar10,1,ewc,1,0.2999,,0.0,0,256,,0.0,0.1781852800399065,0.0,,0,0,0,4.328213874999999
cifar10,2,ewc,1,0.2999,,0.0,0,256,,0.62109375,0.16393788084387778,0.0,,0,0,0,4.345274334000003
cifar10,3,ewc,1,0.2999,,0.0,0,256,,0.0,0.16197653710842133,0.0,,0,0,0,4.331551915999999
cifar10,4,ewc,1,0.2999,,0.0,0,256,,0.62109375,0.1863748885691166,0.0,,0,0,0,4.317486625000001
cifar10,5,ewc,1,0.2999,,0.0,0,256,,0.0,0.15915559753775596,0.0,,0,0,0,4.3277816669999964
cifar10,6,ewc,1,0.2999,,0.0,0,256,,0.625,0.17933385223150253,0.0,,0,0,0,4.340702624999999
cifar10,7,ewc,1,0.2999,,0.0,0,256,,0.0,0.17056625448167323,0.0,,0,0,0,4.338873874999997
cifar10,8,ewc,1,0.2999,,0.0,0,256,,0.62890625,0.20056381002068518,0.0,,0,0,0,4.339914707999995
cifar10,9,ewc,1,0.2999,,0.0,0,256,,0.0,0.1613704763352871,0.0,,0,0,0,4.320772959000003
cifar10,10,ewc,1,0.2999,,0.0,0,256,,0.62890625,0.2142582692205906,0.0,,0,0,0,4.319365791000003
cifar10,11,ewc,1,0.2999,,0.0,0,256,,0.62109375,0.15531593933701515,0.0,,0,0,0,4.320756459000002
cifar10,12,ewc,1,0.2999,,0.0,0,256,,0.62109375,0.21361361294984818,0.0,,0,0,0,4.331351666000003
cifar10,13,ewc,1,0.2999,,0.0,0,256,,0.625,0.162041787058115,0.0,,0,0,0,4.327864250000005
cifar10,14,ewc,1,0.2999,,0.0,0,256,,0.625,0.18304531890898942,0.0,,0,0,0,4.322613333999996
cifar10,15,ewc,1,0.2999,,0.0,0,256,,0.625,0.1512529093772173,0.0,,0,0,0,4.3357447500000035
cifar10,16,ewc,1,0.2999,,0.0,0,256,,0.625,0.2056937523186207,0.0,,0,0,0,4.333595916999997
cifar10,17,ewc,1,0.2999,,0.0,0,256,,0.62109375,0.2210831020027399,0.0,,0,0,0,4.3307919159999955
cifar10,18,ewc,1,0.2999,,0.0,0,256,,0.625,0.21673375628888608,0.0,,0,0,0,4.359034499999993
cifar10,19,ewc,1,0.2999,,0.0,0,256,,0.62890625,0.20693777203559877,0.0,,0,0,0,4.324516333999995
