batch,class_0_accuracy,class_1_accuracy,class_2_accuracy,class_3_accuracy,class_4_accuracy,class_5_accuracy,class_6_accuracy,class_7_accuracy,class_8_accuracy,class_9_accuracy
-1,0.18692660550458715,0.2043537948617376,0.0460351892022174,0.0,0.28180737217598095,0.6090604026845637,0.0005058168942842691,0.005943536404160475,0.05,0.0
0,0.18692660550458715,0.2043537948617376,0.0460351892022174,0.0,0.28180737217598095,0.6090604026845637,0.0005058168942842691,0.005943536404160475,0.05,0.0
1,0.18692660550458715,0.2043537948617376,0.0460351892022174,0.0,0.28180737217598095,0.6090604026845637,0.0005058168942842691,0.005943536404160475,0.05,0.0
2,0.18692660550458715,0.2043537948617376,0.0460351892022174,0.0,0.28180737217598095,0.6090604026845637,0.0005058168942842691,0.005943536404160475,0.05,0.0
3,0.18692660550458715,0.2043537948617376,0.0460351892022174,0.0,0.28180737217598095,0.6090604026845637,0.0005058168942842691,0.005943536404160475,0.05,0.0
4,0.18692660550458715,0.2043537948617376,0.0460351892022174,0.0,0.28180737217598095,0.6090604026845637,0.0005058168942842691,0.005943536404160475,0.05,0.0
5,0.18692660550458715,0.2043537948617376,0.0460351892022174,0.0,0.28180737217598095,0.6090604026845637,0.0005058168942842691,0.005943536404160475,0.05,0.0
6,0.18692660550458715,0.2043537948617376,0.0460351892022174,0.0,0.28180737217598095,0.6090604026845637,0.0005058168942842691,0.005943536404160475,0.05,0.0
7,0.18692660550458715,0.2043537948617376,0.0460351892022174,0.0,0.28180737217598095,0.6090604026845637,0.0005058168942842691,0.005943536404160475,0.05,0.0
8,0.18692660550458715,0.2043537948617376,0.0460351892022174,0.0,0.28180737217598095,0.6090604026845637,0.0005058168942842691,0.005943536404160475,0.05,0.0
9,0.18692660550458715,0.2043537948617376,0.0460351892022174,0.0,0.28180737217598095,0.6090604026845637,0.0005058168942842691,0.005943536404160475,0.05,0.0
10,0.18692660550458715,0.2043537948617376,0.0460351892022174,0.0,0.28180737217598095,0.6090604026845637,0.0005058168942842691,0.005943536404160475,0.05,0.0
11,0.18692660550458715,0.2043537948617376,0.0460351892022174,0.0,0.28180737217598095,0.6090604026845637,0.0005058168942842691,0.005943536404160475,0.05,0.0
12,0.18692660550458715,0.2043537948617376,0.0460351892022174,0.0,0.28180737217598095,0.6090604026845637,0.0005058168942842691,0.005943536404160475,0.05,0.0
13,0.18692660550458715,0.2043537948617376,0.0460351892022174,0.0,0.28180737217598095,0.6090604026845637,0.0005058168942842691,0.005943536404160475,0.05,0.0
14,0.18692660550458715,0.2043537948617376,0.0460351892022174,0.0,0.28180737217598095,0.6090604026845637,0.0005058168942842691,0.005943536404160475,0.05,0.0
15,0.18692660550458715,0.2043537948617376,0.0460351892022174,0.0,0.28180737217598095,0.6090604026845637,0.0005058168942842691,0.005943536404160475,0.05,0.0
16,0.18692660550458715,0.2043537948617376,0.0460351892022174,0.0,0.28180737217598095,0.6090604026845637,0.0005058168942842691,0.005943536404160475,0.05,0.0
17,0.18692660550458715,0.2043537948617376,0.0460351892022174,0.0,0.28180737217598095,0.6090604026845637,0.0005058168942842691,0.005943536404160475,0.05,0.0
18,0.18692660550458715,0.2043537948617376,0.0460351892022174,0.0,0.28180737217598095,0.6090604026845637,0.0005058168942842691,0.005943536404160475,0.05,0.0
19,0.18692660550458715,0.2043537948617376,0.0460351892022174,0.0,0.28180737217598095,0.6090604026845637,0.0005058168942842691,0.005943536404160475,0.05,0.0
