dataset,batch,method,seed,test_accuracy,pseudo_precision,pseudo_coverage,accepted_count,rejected_count,mean_accepted_confidence,distribution_tv,feature_centroid_drift,parameter_change,training_loss,buffer_size,buffer_replaced,buffer_total_seen,batch_seconds
svhn,-1,naive,1,0.08347418561770129,,,0,0,,0.0,0.0,0.0,,0,0,0,0.0
svhn,0,naive,1,0.08347418561770129,,0.0,0,256,,0.0,0.24539753757417201,0.0,,0,0,0,11.212619541999999
svhn,1,naive,1,0.08347418561770129,,0.0,0,256,,0.0,0.22276694029569627,0.0,,0,0,0,11.179926250000001
svhn,2,naive,1,0.08347418561770129,,0.0,0,256,,0.62109375,0.2426131971180439,0.0,,0,0,0,11.157556791000005
svhn,3,naive,1,0.08347418561770129,,0.0,0,256,,0.0,0.2793284960091114,0.0,,0,0,0,11.209893166
svhn,4,naive,1,0.08347418561770129,,0.0,0,256,,0.62109375,0.23461849018931388,0.0,,0,0,0,11.168590208000005
svhn,5,naive,1,0.08347418561770129,,0.0,0,256,,0.0,0.24376542642712593,0.0,,0,0,0,11.148677500000005
svhn,6,naive,1,0.08347418561770129,,0.0,0,256,,0.625,0.24415833801031112,0.0,,0,0,0,11.161864917000003
svhn,7,naive,1,0.08347418561770129,,0.0,0,256,,0.0,0.2742587260901928,0.0,,0,0,0,11.189981584000009
svhn,8,naive,1,0.08347418561770129,,0.0,0,256,,0.62890625,0.20705307498574257,0.0,,0,0,0,11.173491458
svhn,9,naive,1,0.08347418561770129,,0.0,0,256,,0.0,0.2554396018385887,0.0,,0,0,0,11.19163033400001
svhn,10,naive,1,0.08347418561770129,,0.0,0,256,,0.62890625,0.2056420508772135,0.0,,0,0,0,11.183870916999979
svhn,11,naive,1,0.08347418561770129,,0.0,0,256,,0.62109375,0.18776262775063515,0.0,,0,0,0,11.147258792000002
svhn,12,naive,1,0.08347418561770129,,0.0,0,256,,0.62109375,0.32682414948940275,0.0,,0,0,0,11.164329958999986
svhn,13,naive,1,0.08347418561770129,,0.0,0,256,,0.625,0.31986796781420707,0.0,,0,0,0,11.151735625000015
svhn,14,naive,1,0.08347418561770129,,0.0,0,256,,0.625,0.22615728974342347,0.0,,0,0,0,11.133804375000011
svhn,15,naive,1,0.08347418561770129,,0.0,0,256,,0.625,0.23339912071824073,0.0,,0,0,0,11.192813000000001
svhn,16,naive,1,0.08347418561770129,,0.0,0,256,,0.625,0.22210087031126022,0.0,,0,0,0,11.227921125000023
svhn,17,naive,1,0.08347418561770129,,0.0,0,256,,0.62109375,0.23938896059989928,0.0,,0,0,0,11.177292792000003
svhn,18,naive,1,0.08347418561770129,,0.0,0,256,,0.625,0.2170242987573147,0.0,,0,0,0,11.187730708000004
svhn,19,naive,1,0.08347418561770129,,0.0,0,256,,0.62890625,0.23256280794739723,0.0,,0,0,0,11.349487833000012
