batch,class_0_accuracy,class_1_accuracy,class_2_accuracy,class_3_accuracy,class_4_accuracy,class_5_accuracy,class_6_accuracy,class_7_accuracy,class_8_accuracy,class_9_accuracy
-1,0.21100917431192662,0.0,0.00457941672692215,0.0,0.0,0.37038590604026844,0.4178047546788063,0.00396235760277365,0.0,0.05329153605015674
0,0.21100917431192662,0.0,0.00457941672692215,0.0,0.0,0.37038590604026844,0.4178047546788063,0.00396235760277365,0.0,0.05329153605015674
1,0.21100917431192662,0.0,0.00457941672692215,0.0,0.0,0.37038590604026844,0.4178047546788063,0.00396235760277365,0.0,0.05329153605015674
2,0.21100917431192662,0.0,0.00457941672692215,0.0,0.0,0.37038590604026844,0.4178047546788063,0.00396235760277365,0.0,0.05329153605015674
3,0.21100917431192662,0.0,0.00457941672692215,0.0,0.0,0.37038590604026844,0.4178047546788063,0.00396235760277365,0.0,0.05329153605015674
4,0.21100917431192662,0.0,0.00457941672692215,0.0,0.0,0.37038590604026844,0.4178047546788063,0.00396235760277365,0.0,0.05329153605015674
5,0.21100917431192662,0.0,0.00457941672692215,0.0,0.0,0.37038590604026844,0.4178047546788063,0.00396235760277365,0.0,0.05329153605015674
6,0.21100917431192662,0.0,0.00457941672692215,0.0,0.0,0.37038590604026844,0.4178047546788063,0.00396235760277365,0.0,0.05329153605015674
7,0.21100917431192662,0.0,0.00457941672692215,0.0,0.0,0.37038590604026844,0.4178047546788063,0.00396235760277365,0.0,0.05329153605015674
8,0.21100917431192662,0.0,0.00457941672692215,0.0,0.0,0.37038590604026844,0.4178047546788063,0.00396235760277365,0.0,0.05329153605015674
9,0.21100917431192662,0.0,0.00457941672692215,0.0,0.0,0.37038590604026844,0.4178047546788063,0.00396235760277365,0.0,0.05329153605015674
10,0.21100917431192662,0.0,0.00457941672692215,0.0,0.0,0.37038590604026844,0.4178047546788063,0.00396235760277365,0.0,0.05329153605015674
11,0.21100917431192662,0.0,0.00457941672692215,0.0,0.0,0.37038590604026844,0.4178047546788063,0.00396235760277365,0.0,0.05329153605015674
12,0.21100917431192662,0.0,0.00457941672692215,0.0,0.0,0.37038590604026844,0.4178047546788063,0.00396235760277365,0.0,0.05329153605015674
13,0.21100917431192662,0.0,0.00457941672692215,0.0,0.0,0.37038590604026844,0.4178047546788063,0.00396235760277365,0.0,0.05329153605015674
14,0.21100917431192662,0.0,0.00457941672692215,0.0,0.0,0.37038590604026844,0.4178047546788063,0.00396235760277365,0.0,0.05329153605015674
15,0.21100917431192662,0.0,0.00457941672692215,0.0,0.0,0.37038590604026844,0.4178047546788063,0.00396235760277365,0.0,0.05329153605015674
16,0.21100917431192662,0.0,0.00457941672692215,0.0,0.0,0.37038590604026844,0.4178047546788063,0.00396235760277365,0.0,0.05329153605015674
17,0.21100917431192662,0.0,0.00457941672692215,0.0,0.0,0.37038590604026844,0.4178047546788063,0.00396235760277365,0.0,0.05329153605015674
18,0.21100917431192662,0.0,0.00457941672692215,0.0,0.0,0.37038590604026844,0.4178047546788063,0.00396235760277365,0.0,0.05329153605015674
19,0.21100917431192662,0.0,0.00457941672692215,0.0,0.0,0.37038590604026844,0.4178047546788063,0.00396235760277365,0.0,0.05329153605015674
