dataset,batch,method,seed,test_accuracy,pseudo_precision,pseudo_coverage,accepted_count,rejected_count,mean_accepted_confidence,distribution_tv,feature_centroid_drift,parameter_change,training_loss,buffer_size,buffer_replaced,buffer_total_seen,batch_seconds
cifar10,-1,replay,4,0.3122,,,0,0,,0.0,0.0,0.0,,0,0,0,0.0
cifar10,0,replay,4,0.3122,,0.0,0,256,,0.0,0.160933668166399,0.0,,0,0,0,4.349528333
cifar10,1,replay,4,0.3122,,0.0,0,256,,0.0,0.12957102283835412,0.0,,0,0,0,4.340531166000002
cifar10,2,replay,4,0.3122,,0.0,0,256,,0.62109375,0.1820669263601303,0.0,,0,0,0,4.339536457999998
cifar10,3,replay,4,0.3122,,0.0,0,256,,0.0,0.15720309987664222,0.0,,0,0,0,4.319334209000001
cifar10,4,replay,4,0.3122,,0.0,0,256,,0.62109375,0.14997461326420308,0.0,,0,0,0,4.3292509589999995
cifar10,5,replay,4,0.3122,,0.0,0,256,,0.0,0.11889707371592521,0.0,,0,0,0,4.333934375000002
cifar10,6,replay,4,0.3122,,0.0,0,256,,0.625,0.15858875177800655,0.0,,0,0,0,4.317942416000001
cifar10,7,replay,4,0.3122,,0.0,0,256,,0.0,0.19378958083689213,0.0,,0,0,0,4.328402000000004
cifar10,8,replay,4,0.3122,,0.0,0,256,,0.62890625,0.19411627519875765,0.0,,0,0,0,4.341019374999995
cifar10,9,replay,4,0.3122,,0.0,0,256,,0.0,0.17227391973137857,0.0,,0,0,0,4.326771666000006
cifar10,10,replay,4,0.3122,,0.0,0,256,,0.62890625,0.12124403193593025,0.0,,0,0,0,4.337177500000003
cifar10,11,replay,4,0.3122,,0.0,0,256,,0.62109375,0.15310892835259438,0.0,,0,0,0,4.3257059170000005
cifar10,12,replay,4,0.3122,,0.0,0,256,,0.62109375,0.154951623827219,0.0,,0,0,0,4.345839792000007
cifar10,13,replay,4,0.3122,,0.0,0,256,,0.625,0.13538236431777478,0.0,,0,0,0,4.337398790999998
cifar10,14,replay,4,0.3122,,0.0,0,256,,0.625,0.10618392303586006,0.0,,0,0,0,4.336339583999987
cifar10,15,replay,4,0.3122,,0.0,0,256,,0.625,0.16350926831364632,0.0,,0,0,0,4.329696250000012
cifar10,16,replay,4,0.3122,,0.0,0,256,,0.625,0.16536805108189584,0.0,,0,0,0,4.330574291999994
cifar10,17,replay,4,0.3122,,0.0,0,256,,0.62109375,0.17442561984062194,0.0,,0,0,0,4.363142874999994
cifar10,18,replay,4,0.3122,,0.0,0,256,,0.625,0.16310453675687314,0.0,,0,0,0,4.345799374999999
cifar10,19,replay,4,0.3122,,0.0,0,256,,0.62890625,0.1437682405114174,0.0,,0,0,0,4.3274964590000025
