dataset,batch,method,seed,test_accuracy,pseudo_precision,pseudo_coverage,accepted_count,rejected_count,mean_accepted_confidence,distribution_tv,feature_centroid_drift,parameter_change,training_loss,buffer_size,buffer_replaced,buffer_total_seen,batch_seconds
cifar10,-1,ewc,2,0.3127,,,0,0,,0.0,0.0,0.0,,0,0,0,0.0
cifar10,0,ewc,2,0.3127,,0.0,0,256,,0.0,0.19710835814476013,0.0,,0,0,0,4.411416666000001
cifar10,1,ewc,2,0.3127,,0.0,0,256,,0.0,0.16820716708898545,0.0,,0,0,0,4.345631125000001
cifar10,2,ewc,2,0.3127,,0.0,0,256,,0.62109375,0.18311071284115316,0.0,,0,0,0,4.327323916000001
cifar10,3,ewc,2,0.3127,,0.0,0,256,,0.0,0.18255661502480508,0.0,,0,0,0,4.330947417000001
cifar10,4,ewc,2,0.3127,,0.0,0,256,,0.62109375,0.19472434297204017,0.0,,0,0,0,4.327135000000002
cifar10,5,ewc,2,0.3127,,0.0,0,256,,0.0,0.20603178553283213,0.0,,0,0,0,4.332356666999999
cifar10,6,ewc,2,0.3127,,0.0,0,256,,0.625,0.13748761788010597,0.0,,0,0,0,4.327664333000001
cifar10,7,ewc,2,0.3127,,0.0,0,256,,0.0,0.19740351662039757,0.0,,0,0,0,4.322380500000001
cifar10,8,ewc,2,0.3127,,0.0,0,256,,0.62890625,0.15907713398337364,0.0,,0,0,0,4.342161625000003
cifar10,9,ewc,2,0.3127,,0.0,0,256,,0.0,0.20425409823656082,0.0,,0,0,0,4.326898708999998
cifar10,10,ewc,2,0.3127,,0.0,0,256,,0.62890625,0.16036257818341254,0.0,,0,0,0,4.340471542000003
cifar10,11,ewc,2,0.3127,,0.0,0,256,,0.62109375,0.17907653301954268,0.0,,0,0,0,4.3190777919999945
cifar10,12,ewc,2,0.3127,,0.0,0,256,,0.62109375,0.1788204424083233,0.0,,0,0,0,4.322046334000007
cifar10,13,ewc,2,0.3127,,0.0,0,256,,0.625,0.2110381368547678,0.0,,0,0,0,4.340391999999994
cifar10,14,ewc,2,0.3127,,0.0,0,256,,0.625,0.21557239145040513,0.0,,0,0,0,4.334127916
cifar10,15,ewc,2,0.3127,,0.0,0,256,,0.625,0.18287734016776086,0.0,,0,0,0,4.323667791000005
cifar10,16,ewc,2,0.3127,,0.0,0,256,,0.625,0.1646362729370594,0.0,,0,0,0,4.335382207999999
cifar10,17,ewc,2,0.3127,,0.0,0,256,,0.62109375,0.162921242415905,0.0,,0,0,0,4.340514708000001
cifar10,18,ewc,2,0.3127,,0.0,0,256,,0.625,0.19041174575686454,0.0,,0,0,0,4.336940750000011
cifar10,19,ewc,2,0.3127,,0.0,0,256,,0.62890625,0.20010759234428405,0.0,,0,0,0,4.324779415999998
