dataset,batch,method,seed,test_accuracy,pseudo_precision,pseudo_coverage,accepted_count,rejected_count,mean_accepted_confidence,distribution_tv,feature_centroid_drift,parameter_change,training_loss,buffer_size,buffer_replaced,buffer_total_seen,batch_seconds
mnist,-1,replay,4,0.5533,,,0,0,,0.0,0.0,0.0,,0,0,0,0.0
mnist,0,replay,4,0.5696,1.0,0.06640625,17,239,0.9160484671592712,0.0,0.2172039583325386,0.008500610145379055,0.10010448098182678,17,0,17,3.613656541
mnist,1,replay,4,0.1802,1.0,0.3046875,78,178,0.9669085741043091,0.0,0.8609671711921691,0.018162778563484614,0.016524323262274265,95,0,95,3.6373521250000014
mnist,2,replay,4,0.1139,0.2777777910232544,0.140625,36,220,0.96939617395401,0.62109375,1.1461966067552567,0.013478437470726195,0.008307710833226642,131,0,131,3.714317833999999
mnist,3,replay,4,0.1135,0.05847953259944916,0.66796875,171,85,0.9754704833030701,0.0,1.2049085766077041,0.01876286892610003,0.005152229429222643,302,0,302,3.697581166999999
mnist,4,replay,4,0.1135,0.0390625,1.0,256,0,0.9994547367095947,0.62109375,1.2141054272651672,0.013305107765569204,0.0003773286104357491,558,0,558,3.5439708339999996
mnist,5,replay,4,0.1135,0.0390625,1.0,256,0,0.9998176097869873,0.0,1.218637689948082,0.00756496155216452,0.00017801595822675154,814,0,814,3.5650647499999977
mnist,6,replay,4,0.1135,0.0390625,1.0,256,0,0.9998705387115479,0.625,1.2216144531965256,0.004404171040042953,0.00014702268526889384,1000,69,1070,3.5844737500000043
mnist,7,replay,4,0.1135,0.0390625,1.0,256,0,0.9998975396156311,0.0,1.2229127168655396,0.0026153387404151676,0.00011026596136313553,1000,217,1326,3.6522378750000044
mnist,8,replay,4,0.1135,0.0390625,1.0,256,0,0.9999175071716309,0.62890625,1.223694372177124,0.001611031866164942,9.778283250246507e-05,1000,175,1582,3.5893620000000013
mnist,9,replay,4,0.1135,0.0390625,1.0,256,0,0.999924898147583,0.0,1.2242846876382827,0.0010879049269425156,0.00010031428003761296,1000,143,1838,3.5738932089999977
mnist,10,replay,4,0.1135,0.0390625,1.0,256,0,0.999928891658783,0.62890625,1.224923986196518,0.0008355904973717347,8.776357693326038e-05,1000,118,2094,3.5616624589999972
mnist,11,replay,4,0.1135,0.34765625,1.0,256,0,0.9999326467514038,0.62109375,1.2254102557897568,0.0007048240232275591,8.169466915812033e-05,1000,111,2350,3.560529332999998
mnist,12,replay,4,0.1135,0.0390625,1.0,256,0,0.9999344348907471,0.62109375,1.225619485974312,0.0006514903071710337,8.426287240581587e-05,1000,122,2606,3.5871345409999975
mnist,13,replay,4,0.1135,0.0390625,1.0,256,0,0.9999419450759888,0.625,1.2261839807033539,0.0006317503394248778,7.789246956235729e-05,1000,86,2862,3.5651515830000022
mnist,14,replay,4,0.1135,0.0390625,1.0,256,0,0.9999427795410156,0.625,1.2260993033647538,0.0006226824907692898,7.439573164447211e-05,1000,85,3118,3.5828389580000035
mnist,15,replay,4,0.1135,0.3515625,1.0,256,0,0.9999417066574097,0.625,1.2263043224811554,0.0006081048068114265,7.14932806052578e-05,1000,98,3374,3.5589946669999932
mnist,16,replay,4,0.1135,0.0390625,1.0,256,0,0.9999479651451111,0.625,1.2265550792217255,0.0005818187054930981,6.25348305523706e-05,1000,75,3630,3.582901457999995
mnist,17,replay,4,0.1135,0.0390625,1.0,256,0,0.9999534487724304,0.62109375,1.2267013490200043,0.0005740764610216374,6.26229120825883e-05,1000,65,3886,3.581040165999994
mnist,18,replay,4,0.1135,0.0390625,1.0,256,0,0.9999514818191528,0.625,1.2268161982297898,0.0005709169435234736,6.274434235820081e-05,1000,62,4142,3.5774898749999977
mnist,19,replay,4,0.1135,0.0390625,1.0,256,0,0.9999529123306274,0.62890625,1.2268323451280594,0.0005655282504488927,5.912222635136762e-05,1000,46,4398,3.586885250000009
