batch,task_0_accuracy,task_1_accuracy,task_2_accuracy,task_3_accuracy,task_4_accuracy
-1,0.20210434020166593,0.11435073247048784,0.031179947014469127,0.12937937937937938,0.0890937019969278
0,0.20210434020166593,0.11435073247048784,0.031179947014469127,0.12937937937937938,0.0890937019969278
1,0.20210434020166593,0.11435073247048784,0.031179947014469127,0.12937937937937938,0.0890937019969278
2,0.20210434020166593,0.11435073247048784,0.031179947014469127,0.12937937937937938,0.0890937019969278
3,0.20210434020166593,0.11435073247048784,0.031179947014469127,0.12937937937937938,0.0890937019969278
4,0.20210434020166593,0.11435073247048784,0.031179947014469127,0.12937937937937938,0.0890937019969278
5,0.20210434020166593,0.11435073247048784,0.031179947014469127,0.12937937937937938,0.0890937019969278
6,0.20210434020166593,0.11435073247048784,0.031179947014469127,0.12937937937937938,0.0890937019969278
7,0.20210434020166593,0.11435073247048784,0.031179947014469127,0.12937937937937938,0.0890937019969278
8,0.20210434020166593,0.11435073247048784,0.031179947014469127,0.12937937937937938,0.0890937019969278
9,0.20210434020166593,0.11435073247048784,0.031179947014469127,0.12937937937937938,0.0890937019969278
10,0.20210434020166593,0.11435073247048784,0.031179947014469127,0.12937937937937938,0.0890937019969278
11,0.20210434020166593,0.11435073247048784,0.031179947014469127,0.12937937937937938,0.0890937019969278
12,0.20210434020166593,0.11435073247048784,0.031179947014469127,0.12937937937937938,0.0890937019969278
13,0.20210434020166593,0.11435073247048784,0.031179947014469127,0.12937937937937938,0.0890937019969278
14,0.20210434020166593,0.11435073247048784,0.031179947014469127,0.12937937937937938,0.0890937019969278
15,0.20210434020166593,0.11435073247048784,0.031179947014469127,0.12937937937937938,0.0890937019969278
16,0.20210434020166593,0.11435073247048784,0.031179947014469127,0.12937937937937938,0.0890937019969278
17,0.20210434020166593,0.11435073247048784,0.031179947014469127,0.12937937937937938,0.0890937019969278
18,0.20210434020166593,0.11435073247048784,0.031179947014469127,0.12937937937937938,0.0890937019969278
19,0.20210434020166593,0.11435073247048784,0.031179947014469127,0.12937937937937938,0.0890937019969278
