dataset,batch,method,seed,test_accuracy,pseudo_precision,pseudo_coverage,accepted_count,rejected_count,mean_accepted_confidence,distribution_tv,feature_centroid_drift,parameter_change,training_loss,buffer_size,buffer_replaced,buffer_total_seen,batch_seconds
cifar10,-1,replay,3,0.2781,,,0,0,,0.0,0.0,0.0,,0,0,0,0.0
cifar10,0,replay,3,0.2781,,0.0,0,256,,0.0,0.16428642012178898,0.0,,0,0,0,4.3405538749999995
cifar10,1,replay,3,0.2781,,0.0,0,256,,0.0,0.21299706548452377,0.0,,0,0,0,4.289256167000001
cifar10,2,replay,3,0.2781,,0.0,0,256,,0.62109375,0.160433641821146,0.0,,0,0,0,4.307123417
cifar10,3,replay,3,0.2781,,0.0,0,256,,0.0,0.12195439338684082,0.0,,0,0,0,4.310513958000001
cifar10,4,replay,3,0.2781,,0.0,0,256,,0.62109375,0.19578613266348838,0.0,,0,0,0,4.316301666999998
cifar10,5,replay,3,0.2781,,0.0,0,256,,0.0,0.14643994122743606,0.0,,0,0,0,4.335125833999999
cifar10,6,replay,3,0.2781,,0.0,0,256,,0.625,0.13820017576217652,0.0,,0,0,0,4.432449124999998
cifar10,7,replay,3,0.2781,,0.0,0,256,,0.0,0.2919375292956829,0.0,,0,0,0,4.450170374999999
cifar10,8,replay,3,0.2781,,0.0,0,256,,0.62890625,0.2136795736849308,0.0,,0,0,0,4.3603155409999985
cifar10,9,replay,3,0.2781,,0.0,0,256,,0.0,0.19590588808059692,0.0,,0,0,0,4.335346416999997
cifar10,10,replay,3,0.2781,,0.0,0,256,,0.62890625,0.20294023305177689,0.0,,0,0,0,4.337670666999998
cifar10,11,replay,3,0.2781,,0.0,0,256,,0.62109375,0.19951351210474969,0.0,,0,0,0,4.317454249999997
cifar10,12,replay,3,0.2781,,0.0,0,256,,0.62109375,0.19395818710327148,0.0,,0,0,0,4.323943500000006
cifar10,13,replay,3,0.2781,,0.0,0,256,,0.625,0.1492316484451294,0.0,,0,0,0,4.347055166000004
cifar10,14,replay,3,0.2781,,0.0,0,256,,0.625,0.22435271590948105,0.0,,0,0,0,4.336748957999987
cifar10,15,replay,3,0.2781,,0.0,0,256,,0.625,0.15942986980080603,0.0,,0,0,0,4.326464208000004
cifar10,16,replay,3,0.2781,,0.0,0,256,,0.625,0.1901068404316902,0.0,,0,0,0,4.315679333000006
cifar10,17,replay,3,0.2781,,0.0,0,256,,0.62109375,0.16102832406759263,0.0,,0,0,0,4.316206832999995
cifar10,18,replay,3,0.2781,,0.0,0,256,,0.625,0.19898617044091224,0.0,,0,0,0,4.318401457999997
cifar10,19,replay,3,0.2781,,0.0,0,256,,0.62890625,0.15578001067042352,0.0,,0,0,0,4.330016165999993
