dataset,batch,method,seed,test_accuracy,pseudo_precision,pseudo_coverage,accepted_count,rejected_count,mean_accepted_confidence,distribution_tv,feature_centroid_drift,parameter_change,training_loss,buffer_size,buffer_replaced,buffer_total_seen,batch_seconds
cifar10,-1,naive,1,0.2999,,,0,0,,0.0,0.0,0.0,,0,0,0,0.0
cifar10,0,naive,1,0.2999,,0.0,0,256,,0.0,0.15922862626612186,0.0,,0,0,0,4.497811125
cifar10,1,naive,1,0.2999,,0.0,0,256,,0.0,0.1781852800399065,0.0,,0,0,0,4.500918375000001
cifar10,2,naive,1,0.2999,,0.0,0,256,,0.62109375,0.16393788084387778,0.0,,0,0,0,4.502690209000001
cifar10,3,naive,1,0.2999,,0.0,0,256,,0.0,0.16197653710842133,0.0,,0,0,0,4.497311624999998
cifar10,4,naive,1,0.2999,,0.0,0,256,,0.62109375,0.1863748885691166,0.0,,0,0,0,4.498599541000001
cifar10,5,naive,1,0.2999,,0.0,0,256,,0.0,0.15915559753775596,0.0,,0,0,0,4.500544291000001
cifar10,6,naive,1,0.2999,,0.0,0,256,,0.625,0.17933385223150253,0.0,,0,0,0,4.500041125000003
cifar10,7,naive,1,0.2999,,0.0,0,256,,0.0,0.17056625448167323,0.0,,0,0,0,4.483838833999997
cifar10,8,naive,1,0.2999,,0.0,0,256,,0.62890625,0.20056381002068518,0.0,,0,0,0,4.505260041999996
cifar10,9,naive,1,0.2999,,0.0,0,256,,0.0,0.1613704763352871,0.0,,0,0,0,4.498733542000004
cifar10,10,naive,1,0.2999,,0.0,0,256,,0.62890625,0.2142582692205906,0.0,,0,0,0,4.503060959000003
cifar10,11,naive,1,0.2999,,0.0,0,256,,0.62109375,0.15531593933701515,0.0,,0,0,0,4.493534042
cifar10,12,naive,1,0.2999,,0.0,0,256,,0.62109375,0.21361361294984818,0.0,,0,0,0,4.4986672920000075
cifar10,13,naive,1,0.2999,,0.0,0,256,,0.625,0.162041787058115,0.0,,0,0,0,4.489634834
cifar10,14,naive,1,0.2999,,0.0,0,256,,0.625,0.18304531890898942,0.0,,0,0,0,4.494084916000006
cifar10,15,naive,1,0.2999,,0.0,0,256,,0.625,0.1512529093772173,0.0,,0,0,0,4.499190792000007
cifar10,16,naive,1,0.2999,,0.0,0,256,,0.625,0.2056937523186207,0.0,,0,0,0,4.4968526250000025
cifar10,17,naive,1,0.2999,,0.0,0,256,,0.62109375,0.2210831020027399,0.0,,0,0,0,4.504882332999998
cifar10,18,naive,1,0.2999,,0.0,0,256,,0.625,0.21673375628888608,0.0,,0,0,0,4.499507042000005
cifar10,19,naive,1,0.2999,,0.0,0,256,,0.62890625,0.20693777203559877,0.0,,0,0,0,4.504380500000011
