dataset,batch,method,seed,test_accuracy,pseudo_precision,pseudo_coverage,accepted_count,rejected_count,mean_accepted_confidence,distribution_tv,feature_centroid_drift,parameter_change,training_loss,buffer_size,buffer_replaced,buffer_total_seen,batch_seconds
cifar10,-1,replay,1,0.2999,,,0,0,,0.0,0.0,0.0,,0,0,0,0.0
cifar10,0,replay,1,0.2999,,0.0,0,256,,0.0,0.15922862626612186,0.0,,0,0,0,4.368103708
cifar10,1,replay,1,0.2999,,0.0,0,256,,0.0,0.1781852800399065,0.0,,0,0,0,4.3272799169999985
cifar10,2,replay,1,0.2999,,0.0,0,256,,0.62109375,0.16393788084387778,0.0,,0,0,0,4.334528709000001
cifar10,3,replay,1,0.2999,,0.0,0,256,,0.0,0.16197653710842133,0.0,,0,0,0,4.331448708
cifar10,4,replay,1,0.2999,,0.0,0,256,,0.62109375,0.1863748885691166,0.0,,0,0,0,4.330396374999999
cifar10,5,replay,1,0.2999,,0.0,0,256,,0.0,0.15915559753775596,0.0,,0,0,0,4.3454017920000005
cifar10,6,replay,1,0.2999,,0.0,0,256,,0.625,0.17933385223150253,0.0,,0,0,0,4.331973667
cifar10,7,replay,1,0.2999,,0.0,0,256,,0.0,0.17056625448167323,0.0,,0,0,0,4.376860917000002
cifar10,8,replay,1,0.2999,,0.0,0,256,,0.62890625,0.20056381002068518,0.0,,0,0,0,4.331070292
cifar10,9,replay,1,0.2999,,0.0,0,256,,0.0,0.1613704763352871,0.0,,0,0,0,4.353795792
cifar10,10,replay,1,0.2999,,0.0,0,256,,0.62890625,0.2142582692205906,0.0,,0,0,0,4.315791375000003
cifar10,11,replay,1,0.2999,,0.0,0,256,,0.62109375,0.15531593933701515,0.0,,0,0,0,4.328455665999996
cifar10,12,replay,1,0.2999,,0.0,0,256,,0.62109375,0.21361361294984818,0.0,,0,0,0,4.354026792000006
cifar10,13,replay,1,0.2999,,0.0,0,256,,0.625,0.162041787058115,0.0,,0,0,0,4.3341864590000085
cifar10,14,replay,1,0.2999,,0.0,0,256,,0.625,0.18304531890898942,0.0,,0,0,0,4.3299440410000045
cifar10,15,replay,1,0.2999,,0.0,0,256,,0.625,0.1512529093772173,0.0,,0,0,0,4.341715540999999
cifar10,16,replay,1,0.2999,,0.0,0,256,,0.625,0.2056937523186207,0.0,,0,0,0,4.363775833999995
cifar10,17,replay,1,0.2999,,0.0,0,256,,0.62109375,0.2210831020027399,0.0,,0,0,0,4.320661959000006
cifar10,18,replay,1,0.2999,,0.0,0,256,,0.625,0.21673375628888608,0.0,,0,0,0,4.320806500000003
cifar10,19,replay,1,0.2999,,0.0,0,256,,0.62890625,0.20693777203559877,0.0,,0,0,0,4.3356536670000025
