dataset,batch,method,seed,test_accuracy,pseudo_precision,pseudo_coverage,accepted_count,rejected_count,mean_accepted_confidence,distribution_tv,feature_centroid_drift,parameter_change,training_loss,buffer_size,buffer_replaced,buffer_total_seen,batch_seconds
mnist,-1,ewc,2,0.4838,,,0,0,,0.0,0.0,0.0,,0,0,0,0.0
mnist,0,ewc,2,0.6,1.0,0.00390625,1,255,0.9103387594223022,0.0,0.27452883720397947,0.008472633210160865,0.07841040939092636,0,0,0,3.5921897079999994
mnist,1,ewc,2,0.2454,1.0,0.265625,68,188,0.953637421131134,0.0,0.8146416038274765,0.013318101607108722,0.03859411459416151,0,0,0,3.597986500000001
mnist,2,ewc,2,0.1502,0.6000000238418579,0.05859375,15,241,0.9749765992164612,0.62109375,1.013722875714302,0.005727458194340372,0.033932194113731384,0,0,0,3.8773985420000017
mnist,3,ewc,2,0.117,0.2857142984867096,0.13671875,35,221,0.9687626361846924,0.0,1.1651364594697953,0.005810434293341452,0.050581395626068115,0,0,0,3.6573609580000017
mnist,4,ewc,2,0.1135,0.07575757801532745,0.515625,132,124,0.9852685928344727,0.62109375,1.2676328241825103,0.014634913180954594,0.037399797389904656,0,0,0,3.6096271669999993
mnist,5,ewc,2,0.1135,0.04065040498971939,0.9609375,246,10,0.9909340739250183,0.0,1.285325625538826,0.014005151593884433,0.04620286636054516,0,0,0,3.6475812920000017
mnist,6,ewc,2,0.1135,0.0390625,1.0,256,0,0.998913586139679,0.625,1.2903655797243119,0.009052869299360708,0.04368324764072895,0,0,0,3.5729601250000016
mnist,7,ewc,2,0.1135,0.0390625,1.0,256,0,0.9993337392807007,0.0,1.2922035127878189,0.006827828914706235,0.036655147559940815,0,0,0,3.560428416999997
mnist,8,ewc,2,0.1135,0.0390625,1.0,256,0,0.9994457960128784,0.62890625,1.2910592705011368,0.0062121124696463866,0.029450494796037674,0,0,0,3.5575573749999947
mnist,9,ewc,2,0.1135,0.0390625,1.0,256,0,0.9990799427032471,0.0,1.2872478902339934,0.005987104152122956,0.024351089261472225,0,0,0,3.5699739170000058
mnist,10,ewc,2,0.1135,0.0390625,1.0,256,0,0.9981969594955444,0.62890625,1.2864859879016877,0.006594497821757891,0.020526192616671324,0,0,0,3.5898049999999984
mnist,11,ewc,2,0.1135,0.34765625,1.0,256,0,0.9970858097076416,0.62109375,1.287628674507141,0.007769772655172003,0.01843614922836423,0,0,0,3.6308247919999985
mnist,12,ewc,2,0.1135,0.0390625,1.0,256,0,0.9991577863693237,0.62109375,1.2898910880088805,0.005876822665827961,0.015775978798046708,0,0,0,3.5730945419999998
mnist,13,ewc,2,0.1135,0.0390625,1.0,256,0,0.9988347887992859,0.625,1.2874921262264252,0.004873045853469981,0.014846173813566566,0,0,0,3.5600452910000016
mnist,14,ewc,2,0.1135,0.0390625,1.0,256,0,0.9986542463302612,0.625,1.2906444072723389,0.004754252678551244,0.013843587599694729,0,0,0,3.578882874999998
mnist,15,ewc,2,0.1135,0.3515625,1.0,256,0,0.9993841648101807,0.625,1.289905634522438,0.0045349962893156525,0.011761781759560108,0,0,0,3.5731516250000084
mnist,16,ewc,2,0.1135,0.0390625,1.0,256,0,0.998970627784729,0.625,1.2906418770551682,0.004236587064885583,0.011079087853431702,0,0,0,3.5780258749999945
mnist,17,ewc,2,0.1135,0.0390625,1.0,256,0,0.9959658980369568,0.62109375,1.295217502117157,0.006419149425251682,0.012039046734571457,0,0,0,3.583514334
mnist,18,ewc,2,0.1135,0.0390625,1.0,256,0,0.9989386796951294,0.625,1.2973802834749222,0.00509156560783064,0.01077112928032875,0,0,0,3.5509292920000064
mnist,19,ewc,2,0.1135,0.0390625,1.0,256,0,0.9995201826095581,0.62890625,1.298861163854599,0.0037237687647216156,0.010307096177712083,0,0,0,3.5631934169999937
