dataset,batch,method,seed,test_accuracy,pseudo_precision,pseudo_coverage,accepted_count,rejected_count,distribution_tv,feature_centroid_drift,parameter_change,training_loss,buffer_size,batch_seconds,evaluation_scope
svhn,-1,offline,1,0.08347418561770129,,,0,0,0.0,,,,0,0.0,common_initial_model
svhn,20,offline,1,0.3723878303626306,,,6120,0,,,,2.151698983212312,0,5.716207958000002,oracle_joint_all_stream_labels
