method,accuracy_mean,accuracy_std,final_accuracy_mean,final_accuracy_std,precision_mean,precision_std,coverage_mean,coverage_std,centroid_drift_mean,centroid_drift_std,parameter_change_mean,parameter_change_std
centroid_ewc,0.9323,0.0045254833995938765,0.9323,0.0045254833995938765,,,0.0,0.0,0.11826598682440814,0.0009428405955226484,0.0,0.0
