batch,method,seed,test_accuracy,pseudo_precision,pseudo_coverage,agreement,distribution_tv,feature_centroid_drift,parameter_change,training_loss,buffer_size,buffer_replaced
-1,naive,4,0.9311,,,,0.0,0.0,0.0,,0,0
0,naive,4,0.922,0.9954128265380859,0.8515625,,0.0,0.19531461372971534,0.026643181574992885,0.02359484089538455,0,0
1,naive,4,0.9008,0.9866666793823242,0.87890625,,0.0,0.25533101707696915,0.020937990633384196,0.027430684305727482,0,0
2,naive,4,0.8978,0.9322034120559692,0.69140625,,0.62109375,0.31000429540872576,0.012866841670546554,0.039046852538983025,0,0
3,naive,4,0.902,0.9304812550544739,0.73046875,,0.0,0.31876297742128373,0.013162105288754954,0.0307163850714763,0,0
4,naive,4,0.9104,0.9747474789619446,0.7734375,,0.62109375,0.30899531692266463,0.01803446254077913,0.04501920606708154,0,0
5,naive,4,0.8998,0.9712918400764465,0.81640625,,0.0,0.34408746361732484,0.015980561883271748,0.020616370486095548,0,0
6,naive,4,0.8983,0.9563106894493103,0.8046875,,0.625,0.3508413255214691,0.014880770910953514,0.041041414020583034,0,0
7,naive,4,0.9015,0.961904764175415,0.8203125,,0.0,0.34703913182020185,0.015379949152880101,0.03486661519855261,0,0
8,naive,4,0.9245,0.9041095972061157,0.5703125,,0.62890625,0.31397057324647903,0.017188390591133484,0.08315475409229596,0,0
9,naive,4,0.9329,0.9243243336677551,0.72265625,,0.0,0.306962725520134,0.023416934978854602,0.07758320619662602,0,0
10,naive,4,0.9196,0.9729729890823364,0.8671875,,0.62890625,0.3460766673088074,0.023326278116287496,0.046075740130618215,0,0
11,naive,4,0.9076,0.9806763529777527,0.80859375,,0.62109375,0.39539238512516023,0.024741091356021563,0.038097199983894825,0,0
12,naive,4,0.8873,0.9611650705337524,0.8046875,,0.62109375,0.4227889835834503,0.02486788754773424,0.06574496487155557,0,0
13,naive,4,0.9068,0.9471153616905212,0.8125,,0.625,0.4397237032651901,0.021433319819373995,0.05940901767462492,0,0
14,naive,4,0.9185,0.9452736377716064,0.78515625,,0.625,0.3932919889688492,0.027810658886908576,0.04538554570171982,0,0
15,naive,4,0.9209,0.9615384340286255,0.8125,,0.625,0.35728371441364287,0.023562130999169005,0.04710337705910206,0,0
16,naive,4,0.9137,0.9490740895271301,0.84375,,0.625,0.3639724165201187,0.024696676060302385,0.02538175811059773,0,0
17,naive,4,0.9111,0.9769585132598877,0.84765625,,0.62109375,0.3893621951341629,0.021743903259739784,0.02407531812787056,0,0
18,naive,4,0.9214,0.9707317352294922,0.80078125,,0.625,0.355883863568306,0.026764963506982858,0.034581522922962904,0,0
19,naive,4,0.9285,0.9414634108543396,0.80078125,,0.62890625,0.3416665121912956,0.02476695860809374,0.025427249493077397,0,0
