batch,method,seed,test_accuracy,pseudo_precision,pseudo_coverage,agreement,distribution_tv,feature_centroid_drift,parameter_change,training_loss,buffer_size,buffer_replaced
-1,naive,3,0.9433,,,,0.0,0.0,0.0,,0,0
0,naive,3,0.9314,0.9955357313156128,0.875,,0.0,0.22810541093349457,0.027243709312662144,0.041319445706903934,0,0
1,naive,3,0.8978,0.9956140518188477,0.890625,,0.0,0.3253820642828941,0.0209650303346221,0.03130879462696612,0,0
2,naive,3,0.903,0.9386503100395203,0.63671875,,0.62109375,0.3388856813311577,0.013923204554277315,0.058135565370321274,0,0
3,naive,3,0.9139,0.945652186870575,0.71875,,0.0,0.3416107684373856,0.0161891095641617,0.04409399504462878,0,0
4,naive,3,0.9211,0.9649122953414917,0.66796875,,0.62109375,0.317276705801487,0.014646412065317875,0.03559621858100096,0,0
5,naive,3,0.9264,0.9689119458198547,0.75390625,,0.0,0.3153532952070236,0.01852717642776235,0.028465117909945548,0,0
6,naive,3,0.919,0.9820627570152283,0.87109375,,0.625,0.34638411104679107,0.016351353185751358,0.02720676106400788,0,0
7,naive,3,0.9046,0.982758641242981,0.90625,,0.0,0.37563918232917787,0.011718991388661448,0.017986216000281274,0,0
8,naive,3,0.9089,0.8524590134620667,0.4765625,,0.62890625,0.38261383175849917,0.007094547804310618,0.052783092483878136,0,0
9,naive,3,0.9279,0.9071428775787354,0.546875,,0.0,0.3695493698120117,0.01344784822018533,0.03470731837054094,0,0
10,naive,3,0.9278,0.9740259647369385,0.90234375,,0.62890625,0.3839544355869293,0.01470672074847739,0.029080133186653256,0,0
11,naive,3,0.9342,0.9710144996643066,0.80859375,,0.62109375,0.35053700506687163,0.015562300122188403,0.03248991770669818,0,0
12,naive,3,0.9372,0.9911894202232361,0.88671875,,0.62109375,0.32879011929035185,0.01765711312467251,0.03038003807887435,0,0
13,naive,3,0.9256,0.96875,0.875,,0.625,0.3585115373134613,0.019931125164611107,0.017640332225710154,0,0
14,naive,3,0.9195,0.9829787015914917,0.91796875,,0.625,0.36748911440372467,0.01523753317138457,0.028043916448950768,0,0
15,naive,3,0.9311,0.9560439586639404,0.7109375,,0.625,0.3643422842025757,0.013213123398840738,0.03419086088736852,0,0
16,naive,3,0.9347,0.9473684430122375,0.890625,,0.625,0.3690524250268936,0.01669822421086113,0.03295633057132363,0,0
17,naive,3,0.9336,0.97826087474823,0.8984375,,0.62109375,0.338581970334053,0.01718984088802928,0.026913101319223642,0,0
18,naive,3,0.937,0.9819819927215576,0.8671875,,0.625,0.3344322770833969,0.01540364816008021,0.025538804940879345,0,0
19,naive,3,0.942,0.9603960514068604,0.7890625,,0.62890625,0.3038293614983559,0.0158591501990694,0.031219233758747578,0,0
