batch,class_0_accuracy,class_1_accuracy,class_2_accuracy,class_3_accuracy,class_4_accuracy,class_5_accuracy,class_6_accuracy,class_7_accuracy,class_8_accuracy,class_9_accuracy
-1,0.9734693877551021,0.9911894273127754,0.9089147286821705,0.9504950495049505,0.8890020366598778,0.9607623318385651,0.9582463465553236,0.919260700389105,0.9353182751540041,0.9435084241823588
0,0.9734693877551021,0.9911894273127754,0.9089147286821705,0.9504950495049505,0.8890020366598778,0.9607623318385651,0.9582463465553236,0.919260700389105,0.9353182751540041,0.9435084241823588
1,0.9734693877551021,0.9911894273127754,0.9089147286821705,0.9504950495049505,0.8890020366598778,0.9607623318385651,0.9582463465553236,0.919260700389105,0.9353182751540041,0.9435084241823588
2,0.9734693877551021,0.9911894273127754,0.9089147286821705,0.9504950495049505,0.8890020366598778,0.9607623318385651,0.9582463465553236,0.919260700389105,0.9353182751540041,0.9435084241823588
3,0.9734693877551021,0.9911894273127754,0.9089147286821705,0.9504950495049505,0.8890020366598778,0.9607623318385651,0.9582463465553236,0.919260700389105,0.9353182751540041,0.9435084241823588
4,0.9734693877551021,0.9911894273127754,0.9089147286821705,0.9504950495049505,0.8890020366598778,0.9607623318385651,0.9582463465553236,0.919260700389105,0.9353182751540041,0.9435084241823588
5,0.9734693877551021,0.9911894273127754,0.9089147286821705,0.9504950495049505,0.8890020366598778,0.9607623318385651,0.9582463465553236,0.919260700389105,0.9353182751540041,0.9435084241823588
6,0.9734693877551021,0.9911894273127754,0.9089147286821705,0.9504950495049505,0.8890020366598778,0.9607623318385651,0.9582463465553236,0.919260700389105,0.9353182751540041,0.9435084241823588
7,0.9734693877551021,0.9911894273127754,0.9089147286821705,0.9504950495049505,0.8890020366598778,0.9607623318385651,0.9582463465553236,0.919260700389105,0.9353182751540041,0.9435084241823588
8,0.9734693877551021,0.9911894273127754,0.9089147286821705,0.9504950495049505,0.8890020366598778,0.9607623318385651,0.9582463465553236,0.919260700389105,0.9353182751540041,0.9435084241823588
9,0.9734693877551021,0.9911894273127754,0.9089147286821705,0.9504950495049505,0.8890020366598778,0.9607623318385651,0.9582463465553236,0.919260700389105,0.9353182751540041,0.9435084241823588
10,0.9734693877551021,0.9911894273127754,0.9089147286821705,0.9504950495049505,0.8890020366598778,0.9607623318385651,0.9582463465553236,0.919260700389105,0.9353182751540041,0.9435084241823588
11,0.9734693877551021,0.9911894273127754,0.9089147286821705,0.9504950495049505,0.8890020366598778,0.9607623318385651,0.9582463465553236,0.919260700389105,0.9353182751540041,0.9435084241823588
12,0.9734693877551021,0.9911894273127754,0.9089147286821705,0.9504950495049505,0.8890020366598778,0.9607623318385651,0.9582463465553236,0.919260700389105,0.9353182751540041,0.9435084241823588
13,0.9734693877551021,0.9911894273127754,0.9089147286821705,0.9504950495049505,0.8890020366598778,0.9607623318385651,0.9582463465553236,0.919260700389105,0.9353182751540041,0.9435084241823588
14,0.9734693877551021,0.9911894273127754,0.9089147286821705,0.9504950495049505,0.8890020366598778,0.9607623318385651,0.9582463465553236,0.919260700389105,0.9353182751540041,0.9435084241823588
15,0.9734693877551021,0.9911894273127754,0.9089147286821705,0.9504950495049505,0.8890020366598778,0.9607623318385651,0.9582463465553236,0.919260700389105,0.9353182751540041,0.9435084241823588
16,0.9734693877551021,0.9911894273127754,0.9089147286821705,0.9504950495049505,0.8890020366598778,0.9607623318385651,0.9582463465553236,0.919260700389105,0.9353182751540041,0.9435084241823588
17,0.9734693877551021,0.9911894273127754,0.9089147286821705,0.9504950495049505,0.8890020366598778,0.9607623318385651,0.9582463465553236,0.919260700389105,0.9353182751540041,0.9435084241823588
18,0.9734693877551021,0.9911894273127754,0.9089147286821705,0.9504950495049505,0.8890020366598778,0.9607623318385651,0.9582463465553236,0.919260700389105,0.9353182751540041,0.9435084241823588
19,0.9734693877551021,0.9911894273127754,0.9089147286821705,0.9504950495049505,0.8890020366598778,0.9607623318385651,0.9582463465553236,0.919260700389105,0.9353182751540041,0.9435084241823588
