batch,method,seed,test_accuracy,pseudo_precision,pseudo_coverage,agreement,distribution_tv,feature_centroid_drift,parameter_change,training_loss,buffer_size,buffer_replaced
-1,centroid,3,0.9433,,,,0.0,0.0,0.0,,0,0
0,centroid,3,0.9433,,0.0,0.96484375,0.0,0.1034592792391777,0.0,,0,0
1,centroid,3,0.9433,,0.0,0.9765625,0.0,0.12044793106615544,0.0,,0,0
2,centroid,3,0.9433,,0.0,0.96875,0.62109375,0.11937908791005611,0.0,,0,0
3,centroid,3,0.9433,,0.0,0.9453125,0.0,0.1276338305324316,0.0,,0,0
4,centroid,3,0.9433,,0.0,0.94921875,0.62109375,0.10903588086366653,0.0,,0,0
5,centroid,3,0.9433,,0.0,0.97265625,0.0,0.11379930600523949,0.0,,0,0
6,centroid,3,0.9433,,0.0,0.98046875,0.625,0.12961384505033494,0.0,,0,0
7,centroid,3,0.9433,,0.0,0.98046875,0.0,0.11875293701887131,0.0,,0,0
8,centroid,3,0.9433,,0.0,0.953125,0.62890625,0.12456071861088276,0.0,,0,0
9,centroid,3,0.9433,,0.0,0.96875,0.0,0.11886078901588917,0.0,,0,0
10,centroid,3,0.9433,,0.0,0.953125,0.62890625,0.12493221871554852,0.0,,0,0
11,centroid,3,0.9433,,0.0,0.97265625,0.62109375,0.11944842301309108,0.0,,0,0
12,centroid,3,0.9433,,0.0,0.98046875,0.62109375,0.13516531102359294,0.0,,0,0
13,centroid,3,0.9433,,0.0,0.95703125,0.625,0.13744974844157695,0.0,,0,0
14,centroid,3,0.9433,,0.0,0.9609375,0.625,0.10238146036863327,0.0,,0,0
15,centroid,3,0.9433,,0.0,0.96875,0.625,0.12040556669235229,0.0,,0,0
16,centroid,3,0.9433,,0.0,0.94921875,0.625,0.14670805335044862,0.0,,0,0
17,centroid,3,0.9433,,0.0,0.96484375,0.62109375,0.11237634904682636,0.0,,0,0
18,centroid,3,0.9433,,0.0,0.97265625,0.625,0.1193046972155571,0.0,,0,0
19,centroid,3,0.9433,,0.0,0.953125,0.62890625,0.11044462919235229,0.0,,0,0
